verification_id,applicant_id,verification_date,declared_income,verified_income,income_variance_pct,employment_type,employer_category,employment_tenure_yrs,form16_available,itr_filed,gst_filed,verification_source,verification_status
VER010592,APP007461,2022-01-16,146643.0,132160.0,-2.7,Salaried,IT Company,13.3,1,1,0,Bank Statement,Verified
VER010593,APP012977,2023-10-16,59339.0,57651.0,5.0,Salaried,Manufacturing,20.8,1,1,0,GST Portal,Verified
VER010594,APP002713,2022-08-20,42737.0,36968.0,-12.3,Salaried,Retail,2.8,1,0,0,Payslip,Verified
VER010595,APP002893,2022-07-17,205666.0,188139.0,-4.3,Salaried,PSU Bank,23.4,1,0,0,Employer Letter,Verified
VER010596,APP007785,2022-12-12,89634.0,84317.0,-8.2,Salaried,Retail,1.1,1,0,0,Payslip,Unverified
VER010597,APP014941,2023-07-07,27085.0,24095.0,-3.0,Salaried,Manufacturing,18.1,1,0,0,Bank Statement,Verified
VER010598,APP013796,2022-08-26,29403.0,24414.0,-12.1,Business Owner,Government,19.2,0,1,1,Payslip,Verified
VER010599,APP005895,2024-06-25,23940.0,21503.0,-7.0,Unemployed,Government,8.8,0,1,0,Payslip,Verified
VER010600,APP005680,2023-09-18,254555.0,246461.0,-1.6,Salaried,Manufacturing,13.2,1,1,0,Bank Statement,Verified
VER010601,APP013868,2023-06-23,25056.0,19606.0,-5.9,Business Owner,Manufacturing,19.0,0,0,1,ITR,Unverified
VER010602,APP013577,2023-08-13,41461.0,37116.0,-12.0,Salaried,Retail,2.8,1,1,0,ITR,Unverified
VER010603,APP006602,2022-03-09,81693.0,69068.0,-9.3,Self-Employed,Startup,17.5,0,1,1,ITR,Verified
VER010604,APP008505,2024-04-26,229475.0,203846.0,5.4,Salaried,IT Company,13.8,1,1,0,Bank Statement,Failed
VER010605,APP004481,2023-06-28,28992.0,24670.0,1.9,Self-Employed,Government,16.1,0,1,1,Payslip,Unverified
VER010606,APP012453,2023-02-23,73958.0,57698.0,-14.4,Salaried,Manufacturing,19.7,1,1,0,Bank Statement,Verified
VER010607,APP001360,2022-09-18,539147.0,465921.0,2.0,Self-Employed,Retail,11.8,0,1,1,Bank Statement,Partial
VER010608,APP013220,2024-04-05,187973.0,172404.0,-3.2,Business Owner,Manufacturing,13.0,0,1,1,Employer Letter,Verified
VER010609,APP002616,2022-11-13,193707.0,181390.0,-6.1,Salaried,IT Company,-0.9,1,1,0,Bank Statement,Verified
VER010610,APP007763,2022-04-29,19681.0,15772.0,-4.4,Salaried,PSU Bank,16.7,1,1,0,ITR,Verified
VER010611,APP010100,2024-06-02,229281.0,179990.0,-1.2,Self-Employed,Retail,8.7,0,0,0,Payslip,Failed
VER010612,APP005964,2023-06-12,31322.0,27399.0,4.3,Self-Employed,Retail,11.4,0,0,1,Payslip,Partial
VER010613,APP012330,2023-06-21,69778.0,61558.0,-1.4,Salaried,FMCG,4.9,1,0,0,ITR,Verified
VER010614,APP012474,2023-10-10,71086.0,66017.0,-1.8,Salaried,Government,15.5,0,1,0,Bank Statement,Verified
VER010615,APP009627,2022-07-07,94740.0,74279.0,-2.3,Salaried,Healthcare,3.0,1,1,0,Payslip,Verified
VER010616,APP008473,2023-11-29,72171.0,77464.0,1.4,Self-Employed,IT Company,13.2,0,0,1,Payslip,Verified
VER010617,APP013033,2024-05-01,54981.0,40867.0,-5.9,Self-Employed,Manufacturing,1.3,0,1,1,ITR,Verified
VER010618,APP007246,2024-02-21,469000.0,382420.0,-9.2,Business Owner,Government,6.4,0,1,0,Bank Statement,Partial
VER010619,APP009858,2024-06-03,20862.0,18413.0,5.2,Salaried,Startup,23.8,1,1,1,Payslip,Verified
VER010620,APP013319,2023-06-13,36517.0,27947.0,-7.8,Salaried,Telecom,6.8,1,1,0,Bank Statement,Verified
VER010621,APP001903,2024-06-18,21646.0,21978.0,-2.7,Self-Employed,Government,20.7,0,0,1,Bank Statement,Verified
VER010622,APP014995,2023-05-02,215288.0,177309.0,-7.7,Business Owner,FMCG,-0.2,0,1,0,ITR,Verified
VER010623,APP011619,2024-04-18,19520.0,16693.0,4.6,Salaried,Startup,6.6,1,1,0,ITR,Verified
VER010624,APP007365,2022-07-11,21824.0,19766.0,4.3,Salaried,Education,7.9,1,1,1,Bank Statement,Verified
VER010625,APP009334,2023-07-02,97566.0,70185.0,-11.7,Freelancer,PSU Bank,11.6,0,1,0,ITR,Partial
VER010626,APP004205,2022-06-28,84264.0,68369.0,-11.8,Salaried,FMCG,20.5,1,0,0,Payslip,Unverified
VER010627,APP010055,,64115.0,73052.0,9.4,Salaried,Startup,20.3,1,0,0,Payslip,Verified
VER010628,APP000882,2024-04-29,71217.0,67472.0,-9.3,Salaried,Manufacturing,7.5,0,1,0,Bank Statement,Unverified
VER010629,APP002214,2024-05-09,48771.0,45879.0,-12.3,Business Owner,Healthcare,14.5,0,0,1,ITR,Verified
VER010630,APP013159,2022-05-29,135886.0,103438.0,-6.3,Unemployed,PSU Bank,-0.5,0,0,0,GST Portal,Verified
VER010631,APP006474,2023-04-15,41232.0,36112.0,5.7,Freelancer,IT Company,11.6,0,1,0,Bank Statement,Partial
VER010632,APP002716,2022-06-30,14544.0,17036.0,9.4,Salaried,IT Company,17.8,1,0,0,ITR,Failed
VER010633,APP014999,2024-05-30,321566.0,324716.0,9.3,Self-Employed,PSU Bank,4.3,0,1,0,Payslip,Verified
VER010634,APP004863,,63125.0,65844.0,0.3,Unemployed,PSU Bank,15.2,0,1,0,Bank Statement,Partial
VER010635,APP001985,2023-07-23,164908.0,168699.0,6.2,Salaried,Retail,11.1,1,0,0,Bank Statement,Verified
VER010636,APP014025,2022-02-10,22114.0,22010.0,7.1,Self-Employed,Retail,14.5,0,0,1,Bank Statement,Unverified
VER010637,APP001102,2022-04-29,43575.0,35582.0,-8.1,Self-Employed,FMCG,22.6,0,0,1,ITR,Verified
VER010638,APP000067,2022-11-22,330417.0,217882.0,-14.8,Self-Employed,IT Company,10.2,0,1,1,Bank Statement,Verified
VER010639,APP002523,2022-06-09,27092.0,21467.0,-14.6,Business Owner,Retail,17.3,0,1,1,Bank Statement,Verified
VER010640,APP003472,2024-02-17,28583.0,23831.0,-6.7,Business Owner,FMCG,21.6,0,1,1,ITR,Partial
VER010641,APP011057,2022-09-27,313426.0,309367.0,2.8,Business Owner,PSU Bank,24.2,0,1,1,Payslip,Verified
VER010642,APP012671,2022-10-15,212066.0,176281.0,-1.6,Business Owner,Education,10.8,0,1,1,Payslip,Verified
VER010643,APP001123,2024-04-20,18761.0,16997.0,-11.9,Salaried,Government,16.3,1,1,0,Bank Statement,Verified
VER010644,APP009808,2024-05-14,55458.0,38022.0,-13.1,Salaried,Telecom,18.9,1,1,0,ITR,Partial
VER010645,APP002382,2023-04-26,57302.0,52958.0,-7.8,Salaried,Manufacturing,12.8,1,1,0,ITR,Verified
VER010646,APP004722,2022-05-07,36080.0,31875.0,-12.4,Salaried,Education,8.4,1,1,0,Payslip,Partial
VER010647,APP006263,2024-03-14,84324.0,64684.0,-12.4,Self-Employed,Government,4.1,0,1,0,Payslip,Verified
VER010648,APP008156,2022-07-31,60788.0,41384.0,-14.3,Salaried,FMCG,23.3,1,1,0,ITR,Verified
VER010649,APP006966,2023-10-03,75046.0,60625.0,-10.1,Business Owner,Government,3.6,0,0,1,ITR,Partial
VER010650,APP012686,2022-02-17,39537.0,33791.0,1.3,Business Owner,Government,20.6,0,1,1,Employer Letter,Verified
VER010651,APP004679,2023-09-17,23533.0,19926.0,-14.8,Business Owner,Retail,4.2,0,0,1,ITR,Partial
VER010652,APP011002,2022-11-25,37618.0,28676.0,-4.7,Salaried,Healthcare,1.5,1,0,0,Bank Statement,Verified
VER010653,APP008629,2023-01-11,92464.0,86839.0,8.6,Salaried,Telecom,23.8,1,1,0,Payslip,Verified
VER010654,APP006814,2022-04-05,25191.0,25466.0,1.3,Salaried,FMCG,6.7,1,1,0,Payslip,Partial
VER010655,APP014483,2023-02-01,85230.0,71939.0,0.8,Self-Employed,Startup,24.8,0,1,0,ITR,Verified
VER010656,APP001869,2023-12-23,21742.0,21979.0,4.2,Salaried,Government,21.4,0,1,0,Payslip,Verified
VER010657,APP012009,2022-06-22,189045.0,178177.0,-2.3,Freelancer,Telecom,12.3,0,1,0,Bank Statement,Verified
VER010658,APP003312,2022-11-04,17440.0,14922.0,-13.7,Business Owner,PSU Bank,23.5,0,1,1,ITR,Verified
VER010659,APP001121,2024-01-19,18354.0,16140.0,5.8,Salaried,FMCG,17.6,1,0,0,Bank Statement,Verified
VER010660,APP013807,2022-05-16,101947.0,82444.0,-5.8,Self-Employed,Telecom,16.9,0,0,1,Payslip,Verified
VER010661,APP005888,,33823.0,26161.0,-6.7,Salaried,Retail,22.5,1,1,0,Payslip,Verified
VER010662,APP003737,2023-03-25,23197.0,15933.0,-11.7,Freelancer,Retail,16.0,0,1,0,ITR,Unverified
VER010663,APP007285,2023-05-09,33388.0,27931.0,8.7,Business Owner,Healthcare,17.6,0,0,1,Payslip,Unverified
VER010664,APP014412,2024-06-24,169466.0,145070.0,-14.9,Salaried,Government,5.0,1,1,0,Bank Statement,Verified
VER010665,APP003258,2022-04-06,85567.0,67654.0,-9.6,Salaried,Telecom,16.4,1,1,0,ITR,Failed
VER010666,APP007653,2023-03-25,71953.0,60787.0,-11.2,Salaried,FMCG,14.6,1,1,0,Bank Statement,Verified
VER010667,APP007065,2022-12-07,36633.0,39056.0,2.0,Salaried,Manufacturing,14.5,1,1,0,ITR,Verified
VER010668,APP003061,2023-03-08,33518.0,27780.0,-11.5,Freelancer,Healthcare,15.8,0,0,0,GST Portal,Verified
VER010669,APP006950,2024-02-08,613158.0,472035.0,-5.5,Salaried,IT Company,1.1,1,1,0,Bank Statement,Verified
VER010670,APP008852,2022-04-03,45695.0,40133.0,-6.1,Salaried,Retail,13.8,1,0,0,Bank Statement,Partial
VER010671,APP010744,2023-04-26,18894.0,17725.0,-10.9,Salaried,Government,7.3,1,1,0,Payslip,Verified
VER010672,APP008904,2023-04-18,188081.0,163400.0,4.0,Self-Employed,Manufacturing,11.1,0,1,0,Payslip,Verified
VER010673,APP000767,2022-05-07,27292.0,21429.0,-11.9,Unemployed,Healthcare,18.9,0,1,0,Payslip,Verified
VER010674,APP010162,,23313.0,20668.0,-14.7,Salaried,PSU Bank,8.2,1,1,0,Bank Statement,Verified
VER010675,APP003847,2022-05-27,22890.0,16710.0,-10.9,Retired,IT Company,17.4,0,1,0,Payslip,Verified
VER010676,APP013991,2022-11-26,87394.0,71853.0,2.8,Salaried,Startup,11.6,1,0,0,Payslip,Verified
VER010677,APP010062,2023-05-26,23455.0,21907.0,-3.3,Freelancer,Retail,18.4,0,1,0,Bank Statement,Partial
VER010678,APP002005,2023-05-29,73840.0,67117.0,-13.4,Business Owner,Education,10.5,0,1,1,Payslip,Partial
VER010679,APP003288,2023-11-09,17805.0,16098.0,3.4,Self-Employed,Retail,21.4,0,1,0,Bank Statement,Partial
VER010680,APP008680,2022-08-20,17348.0,19729.0,4.3,Salaried,PSU Bank,4.9,1,1,0,Bank Statement,Verified
VER010681,APP000383,2023-10-31,72303.0,72755.0,6.2,Salaried,Education,12.6,1,1,0,ITR,Verified
VER010682,APP003528,2023-03-03,32135.0,30869.0,6.5,Business Owner,FMCG,3.4,0,1,1,Payslip,Verified
VER010683,APP006047,2024-05-29,17942.0,14943.0,-10.6,Business Owner,Healthcare,21.5,0,1,0,ITR,Verified
VER010684,APP014322,,53661.0,49690.0,-3.4,Salaried,Education,18.5,1,0,0,Payslip,Failed
VER010685,APP006815,2022-12-14,154132.0,141913.0,-13.3,Retired,IT Company,8.1,0,1,0,Bank Statement,Verified
VER010686,APP007463,2022-08-20,270272.0,223064.0,-11.1,Self-Employed,PSU Bank,19.7,0,0,1,Payslip,Verified
VER010687,APP011178,2022-01-12,93215.0,67410.0,-10.5,Business Owner,Telecom,12.7,0,1,1,ITR,Unverified
VER010688,APP014662,,22499.0,24532.0,1.8,Salaried,IT Company,17.3,1,1,0,Payslip,Verified
VER010689,APP008270,2022-02-28,78145.0,79258.0,5.5,Salaried,Education,21.8,1,1,0,Bank Statement,Verified
VER010690,APP005510,2022-10-06,50801.0,41132.0,-6.2,Salaried,PSU Bank,-1.6,0,0,0,GST Portal,Verified
VER010691,APP012669,2022-03-26,41351.0,32982.0,-7.7,Retired,Education,5.5,0,0,0,ITR,Verified
VER010692,APP013489,2024-02-10,20046.0,14938.0,-5.7,Freelancer,Retail,22.9,0,1,0,Bank Statement,Verified
VER010693,APP008859,2022-05-20,91239.0,67993.0,-10.2,Self-Employed,Healthcare,24.5,0,0,1,Payslip,Unverified
VER010694,APP007522,,39661.0,32699.0,-1.4,Salaried,Government,22.7,1,1,0,Bank Statement,Faild
VER010695,APP010499,2022-08-27,224912.0,172868.0,-11.0,Salaried,Startup,11.7,1,1,0,Employer Letter,Verified
VER010696,APP004329,2022-05-07,74306.0,68087.0,-13.5,Salaried,Healthcare,3.1,1,1,0,Employer Letter,Verified
VER010697,APP014684,2022-01-31,38122.0,34095.0,6.2,Self-Employed,Government,2.2,0,1,1,Payslip,Verified
VER010698,APP005328,2023-10-15,30232.0,21997.0,-11.2,Salaried,Education,22.6,1,0,0,ITR,Unverified
VER010699,APP003231,2023-03-08,115668.0,0.0,1.5,Self-Employed,Retail,17.1,0,1,0,GST Portal,Verified
VER010700,APP007387,2023-11-16,16803.0,15765.0,2.3,Salaried,Startup,20.7,1,1,0,Payslip,Verified
VER010701,APP008365,2024-05-07,141951.0,125396.0,1.0,Salaried,Retail,24.1,1,0,0,Payslip,Unverified
VER010702,APP006249,2023-04-08,50659.0,42420.0,-9.9,Salaried,Startup,7.8,1,0,0,GST Portal,Partial
VER010703,APP005894,2023-01-10,578951.0,455263.0,-3.8,Salaried,Telecom,8.5,1,1,0,ITR,Verified
VER010704,APP007380,2022-04-01,37996.0,41999.0,5.5,Salaried,FMCG,12.9,1,1,0,Bank Statement,Verified
VER010705,APP009914,2024-02-18,113156.0,94602.0,8.4,Self-Employed,Education,23.3,0,0,1,Payslip,Verified
VER010706,APP007795,2023-09-06,20015.0,18750.0,-0.9,Salaried,FMCG,11.1,1,1,0,Employer Letter,Verified
VER010707,APP010688,2023-12-31,96665.0,80671.0,8.1,Salaried,Healthcare,4.3,1,1,0,Bank Statement,Verified
VER010708,APP006048,2023-09-24,26868.0,28424.0,8.2,Salaried,Telecom,11.1,1,1,0,Payslip,Verified
VER010709,APP003519,2024-06-16,27455.0,26946.0,9.2,Business Owner,Education,21.8,0,1,1,Payslip,Verified
VER010710,APP003147,2023-12-14,20626.0,17284.0,2.0,Business Owner,Startup,3.4,0,1,1,Payslip,Faild
VER010711,APP009935,2024-04-08,431952.0,320725.0,-13.8,Salaried,Retail,12.7,1,1,0,Bank Statement,Verified
VER010712,APP009427,2022-10-26,219430.0,185012.0,1.4,Retired,Startup,9.7,0,1,0,Bank Statement,Verified
VER010713,APP007288,2023-02-08,31468.0,31329.0,-9.4,Salaried,Manufacturing,20.3,1,0,0,Bank Statement,Verified
VER010714,APP003318,2024-06-29,43019.0,32477.0,-5.8,Salaried,PSU Bank,22.6,1,0,0,Bank Statement,Verified
VER010715,APP005334,2024-05-16,34605.0,28228.0,321.0,Salaried,Government,4.2,1,1,0,Payslip,Failed
VER010716,APP009246,2024-05-08,59376.0,52387.0,-0.6,Self-Employed,Startup,11.7,0,1,1,ITR,Verified
VER010717,APP003881,2023-03-21,181341.0,154200.0,8.2,Salaried,IT Company,18.4,0,1,1,Payslip,Verified
VER010718,APP007786,2024-02-11,111856.0,101972.0,-4.4,Salaried,Education,12.3,1,1,0,Payslip,Partial
VER010719,APP008012,2023-02-08,75810.0,73713.0,6.6,Self-Employed,Manufacturing,20.6,0,1,0,Payslip,Verified
VER010720,APP008483,2022-09-26,90221.0,67826.0,-14.1,Salaried,PSU Bank,3.0,1,0,0,ITR,Failed
VER010721,APP005137,2022-02-07,543723.0,456661.0,-2.5,Business Owner,Telecom,6.8,0,1,1,Employer Letter,Verified
VER010722,APP010813,2022-07-23,22990.0,16793.0,-13.6,Salaried,Healthcare,12.5,1,0,0,Bank Statement,Verified
VER010723,APP002148,2022-08-11,18004.0,17402.0,8.3,Self-Employed,Government,13.2,0,1,1,Payslip,Verified
VER010724,APP009775,2023-10-13,22669.0,19713.0,8.5,Self-Employed,Government,6.9,0,0,1,Payslip,Verified
VER010725,APP011593,2022-03-31,25268.0,25903.0,-5.4,Self-Employed,Government,22.8,0,0,1,Bank Statement,Verified
VER010726,APP011834,2022-07-25,178001.0,123192.0,-13.8,Unemployed,Healthcare,18.2,0,1,0,Payslip,Partial
VER010727,APP013294,2024-04-05,25433.0,21891.0,-7.9,Self-Employed,Government,4.3,0,1,1,Bank Statement,Verified
VER010728,APP012656,2024-01-29,17952.0,17521.0,2.7,Salaried,FMCG,8.7,1,1,0,Bank Statement,Verified
VER010729,APP000661,2022-02-08,68779.0,82631.0,8.6,Self-Employed,Government,10.6,0,1,1,Payslip,Verified
VER010730,APP000881,2023-10-24,78647.0,57237.0,-6.0,Freelancer,Retail,16.8,0,0,0,Bank Statement,Verified
VER010731,APP008672,2022-09-10,298708.0,337509.0,2.0,Salaried,Education,23.5,1,1,0,Payslip,Unverified
VER010732,APP010619,2022-03-21,24026.0,26980.0,2.6,Salaried,Startup,13.2,1,1,0,Payslip,Verified
VER010733,APP001116,2023-04-16,47020.0,55124.0,9.2,Business Owner,Manufacturing,11.5,0,1,1,Payslip,Verified
VER010734,APP008568,2023-02-28,87765.0,62915.0,-7.4,Business Owner,Government,12.6,0,1,1,GST Portal,Partial
VER010735,APP006772,2023-09-22,39971.0,33723.0,-4.7,Salaried,FMCG,24.3,1,0,0,Bank Statement,Verified
VER010736,APP005338,2022-12-12,21536.0,19518.0,-3.8,Unemployed,Retail,11.7,0,1,0,Payslip,Verified
VER010737,APP005177,2022-05-06,20393.0,16451.0,-1.5,Business Owner,Retail,10.5,0,1,1,Bank Statement,Verified
VER010738,APP011305,2023-04-01,108614.0,91452.0,6.2,Self-Employed,Retail,1.1,0,1,1,Bank Statement,Verified
VER010739,APP010713,2024-01-24,113070.0,120766.0,-2.5,Self-Employed,Education,8.8,0,0,0,ITR,Partial
VER010740,APP001883,2022-07-19,41703.0,37828.0,-6.4,Freelancer,Government,1.9,0,1,0,Bank Statement,Verified
VER010741,APP008792,2024-03-17,71143.0,54122.0,-2.8,Salaried,IT Company,8.4,1,0,0,Bank Statement,Unverified
VER010742,APP006351,2022-10-24,105958.0,93147.0,-3.6,Business Owner,Retail,21.0,0,0,1,ITR,Unverified
VER010743,APP014030,2022-06-20,49944.0,44866.0,-11.8,Freelancer,IT Company,13.1,0,0,0,Payslip,Failed
VER010744,APP008822,2024-04-19,54915.0,56291.0,-1.6,Salaried,FMCG,17.1,1,1,0,ITR,Verified
VER010745,APP007679,2022-08-15,150154.0,113531.0,-13.4,Salaried,Telecom,16.8,1,1,0,ITR,Verified
VER010746,APP001658,,85769.0,69067.0,1.8,Salaried,Telecom,24.2,1,0,0,Bank Statement,Unverified
VER010747,APP003009,2022-04-06,15871.0,17593.0,8.4,Salaried,Government,7.6,1,1,0,Payslip,Verified
VER010748,APP001514,2023-09-06,79452.0,60552.0,-7.6,Business Owner,Healthcare,18.4,0,1,0,ITR,Verified
VER010749,APP010225,2022-09-12,148615.0,117800.0,-11.4,Salaried,Government,19.2,1,1,0,ITR,Failed
VER010750,APP000254,2022-06-28,183790.0,150440.0,-10.9,Self-Employed,Education,13.0,0,1,1,Bank Statement,Unverified
VER010751,APP010493,2022-02-24,43340.0,33875.0,-8.7,Salaried,Manufacturing,12.2,1,1,0,ITR,Verified
VER010752,APP004399,2022-02-09,45494.0,35815.0,-0.5,Salaried,Startup,21.1,1,0,0,Bank Statement,Verified
VER010753,APP001404,2022-05-28,58967.0,52687.0,2.1,Freelancer,Manufacturing,18.4,0,1,0,Payslip,Failed
VER010754,APP005743,2022-02-19,53530.0,42760.0,-14.3,Freelancer,Telecom,16.4,0,0,0,ITR,Verified
VER010755,APP013829,2022-03-13,18676.0,14100.0,-11.9,Self-Employed,PSU Bank,18.7,0,0,1,Bank Statement,Verified
VER010756,APP004249,2024-03-25,41540.0,37163.0,6.9,Freelancer,PSU Bank,11.5,0,1,0,Payslip,Partial
VER010757,APP002033,2023-10-03,24837.0,17828.0,-8.3,Salaried,Healthcare,16.2,1,1,0,GST Portal,Verified
VER010758,APP011469,2022-02-18,151521.0,159659.0,-2.2,Retired,Education,16.9,0,1,0,Bank Statement,Verified
VER010759,APP012987,2022-03-10,57971.0,49785.0,-8.7,Self-Employed,Healthcare,23.2,0,0,1,Bank Statement,Verified
VER010760,APP003087,2022-10-28,88289.0,73164.0,-12.0,Freelancer,FMCG,9.7,0,0,0,Payslip,Verified
VER010761,APP003784,2023-08-19,73875.0,63700.0,1.2,Salaried,FMCG,3.5,1,1,0,GST Portal,Verified
VER010762,APP002034,2022-10-10,97872.0,100617.0,-2.6,Salaried,Healthcare,2.8,1,1,0,Payslip,Verified
VER010763,APP012640,2024-04-09,31936.0,23175.0,-7.0,Salaried,Education,2.5,1,0,0,GST Portal,Verified
VER010764,APP006972,2023-11-11,28313.0,27123.0,-9.9,Self-Employed,Startup,16.0,0,1,0,Bank Statement,Failed
VER010765,APP006342,2022-09-16,45539.0,42696.0,1.7,Business Owner,FMCG,16.0,0,1,1,Payslip,Verified
VER010766,APP004935,2023-05-08,79631.0,58292.0,-8.0,Self-Employed,PSU Bank,17.4,0,0,1,Bank Statement,Verified
VER010767,APP014608,2022-07-30,37138.0,30453.0,-6.0,Self-Employed,Education,5.9,0,1,1,ITR,Verified
VER010768,APP012902,2023-11-16,55218.0,54225.0,0.2,Salaried,Retail,10.2,1,1,0,Payslip,Verified
VER010769,APP010583,2022-05-11,101283.0,83892.0,-7.5,Unemployed,PSU Bank,24.2,0,1,0,ITR,Verified
VER010770,APP014769,2024-06-08,35191.0,28932.0,-13.2,Business Owner,Government,17.7,0,0,0,Bank Statement,Verified
VER010771,APP013101,2023-08-25,34802.0,28057.0,2.6,Retired,IT Company,4.6,0,1,0,ITR,Verified
VER010772,APP007010,2023-01-22,176209.0,205262.0,8.3,Business Owner,Startup,13.7,0,1,1,ITR,Partial
VER010773,APP011869,2024-03-03,61712.0,52473.0,4.0,Salaried,Healthcare,18.0,1,0,0,Bank Statement,Verified
VER010774,APP010898,2023-04-29,23205.0,26759.0,5.6,Self-Employed,PSU Bank,7.4,0,1,1,Bank Statement,Unverified
VER010775,APP014974,2024-03-21,243877.0,190286.0,-14.5,Salaried,FMCG,15.6,1,1,0,Bank Statement,Partial
VER010776,APP000355,2022-12-07,85243.0,71826.0,4.5,Retired,PSU Bank,21.6,0,1,0,Bank Statement,Verified
VER010777,APP005626,2022-04-17,21666.0,20186.0,2.8,Self-Employed,PSU Bank,10.7,0,1,1,Payslip,Partial
VER010778,APP009255,2023-04-22,17286.0,18442.0,5.1,Salaried,FMCG,2.2,1,1,0,Employer Letter,Unverified
VER010779,APP012557,2023-08-17,28094.0,23729.0,9.6,Business Owner,Government,6.4,0,1,0,Payslip,Failed
VER010780,APP013412,2023-04-23,47901.0,44432.0,5.4,Business Owner,FMCG,20.4,0,1,1,ITR,Failed
VER010781,APP009650,2023-04-18,213867.0,166773.0,-11.3,Freelancer,FMCG,6.8,0,1,0,Payslip,Partial
VER010782,APP003936,2022-09-15,68083.0,62844.0,136.2,Salaried,Startup,1.8,1,1,1,Payslip,Verified
VER010783,APP009121,2022-08-09,65490.0,55531.0,-0.4,Salaried,Retail,24.2,1,1,0,ITR,Verified
VER010784,APP011079,2023-02-15,21744.0,20612.0,1.6,Freelancer,Retail,11.0,0,0,0,Payslip,Verified
VER010785,APP014775,2023-07-03,30960.0,28227.0,8.9,Salaried,Education,2.4,0,1,0,Bank Statement,Unverified
VER010786,APP009985,2022-09-16,57654.0,50421.0,-2.9,Freelancer,Government,2.1,0,1,0,Payslip,Verified
VER010787,APP006098,2023-08-16,75400.0,66378.0,-7.0,Self-Employed,Government,17.1,0,1,1,Bank Statement,Failed
VER010788,APP010272,2022-03-18,67353.0,52640.0,-6.4,Salaried,PSU Bank,11.8,1,1,0,Bank Statement,Verified
VER010789,APP001292,2022-06-22,54838.0,53654.0,-5.8,Salaried,Government,19.6,1,1,0,Payslip,Partial
VER010790,APP008463,2024-04-03,251731.0,176329.0,-9.3,Business Owner,Startup,13.9,0,1,1,Bank Statement,Verified
VER010791,APP007774,2023-01-12,25002.0,21180.0,2.5,Business Owner,Healthcare,18.8,0,0,1,Bank Statement,Verified
VER010792,APP012024,2022-04-02,22013.0,19631.0,-5.7,Self-Employed,Retail,20.3,0,0,1,ITR,Unverified
VER010793,APP004201,2023-08-06,33632.0,29527.0,-6.1,Salaried,FMCG,3.8,1,0,0,Bank Statement,Partial
VER010794,APP013916,2022-10-22,239676.0,203288.0,-0.2,Self-Employed,Telecom,6.0,0,1,1,Payslip,Verified
VER010795,APP008706,2023-04-17,53435.0,49235.0,-8.6,Salaried,Manufacturing,1.0,1,0,0,Payslip,Verified
VER010796,APP005706,2023-11-14,339973.0,317207.0,-4.3,Salaried,Education,22.2,0,1,0,Bank Statement,Verified
VER010797,APP005786,2024-01-20,61888.0,60053.0,-9.7,Salaried,PSU Bank,1.5,1,0,0,Bank Statement,Failed
VER010798,APP014184,2023-02-10,46198.0,36767.0,-2.1,Business Owner,Healthcare,5.8,0,0,0,GST Portal,Unverified
VER010799,APP009701,2023-04-21,35342.0,34903.0,-0.0,Business Owner,Startup,18.7,0,1,1,Payslip,Verified
VER010800,APP013072,2023-07-07,126537.0,117214.0,-0.1,Self-Employed,Retail,15.1,0,0,1,ITR,Verified
VER010801,APP013409,2023-05-21,186621.0,203469.0,3.7,Salaried,Telecom,19.8,1,1,0,ITR,Verified
VER010802,APP009959,2023-07-30,142718.0,138014.0,-4.1,Business Owner,Startup,5.6,0,1,0,ITR,Verified
VER010803,APP001040,2022-08-23,183191.0,183261.0,1.5,Salaried,Education,24.9,1,1,0,Payslip,Partial
VER010804,APP011436,2024-02-18,32553.0,29488.0,8.4,Salaried,IT Company,15.0,1,1,0,Bank Statement,Unverified
VER010805,APP006847,2023-05-31,36014.0,39108.0,9.9,Self-Employed,FMCG,4.1,0,1,0,Bank Statement,Unverified
VER010806,APP011992,2024-03-28,57772.0,63251.0,-1.1,Salaried,Startup,3.4,1,1,0,Employer Letter,Partial
VER010807,APP009934,2023-07-15,103169.0,101773.0,-9.2,Self-Employed,Manufacturing,2.0,0,1,1,Payslip,Verified
VER010808,APP007405,2022-03-04,37795.0,30115.0,0.2,Salaried,Retail,20.1,1,1,0,Payslip,Verified
VER010809,APP003583,2024-05-12,48078.0,34180.0,-11.8,Business Owner,Government,9.4,0,1,1,GST Portal,Verified
VER010810,APP003108,2023-02-01,179712.0,214155.0,344.7,Freelancer,Healthcare,10.3,0,1,0,Payslip,Verified
VER010811,APP005820,2022-11-19,70815.0,84026.0,270.5,Salaried,PSU Bank,5.0,1,1,0,Payslip,Verified
VER010812,APP005299,2022-03-18,23732.0,16822.0,-8.5,Salaried,Government,16.7,1,1,0,Payslip,Verified
VER010813,APP002385,2022-08-26,18561.0,18035.0,-10.8,Self-Employed,FMCG,7.7,0,1,1,ITR,Verified
VER010814,APP009482,2022-05-19,47918.0,47412.0,-10.4,Salaried,Education,8.7,1,1,0,Payslip,Unverified
VER010815,APP014045,2022-10-04,99947.0,81812.0,4.5,Self-Employed,Government,17.6,0,1,1,Employer Letter,Verified
VER010816,APP010750,2023-01-20,20876.0,19441.0,-11.3,Self-Employed,Education,5.0,0,0,1,Bank Statement,Verified
VER010817,APP008836,2022-11-14,388445.0,310342.0,-4.1,Self-Employed,Manufacturing,7.1,0,1,1,Bank Statement,Verified
