bureau_record_id,applicant_id,bureau_name,pull_date,credit_score,total_accounts,active_accounts,payment_history_pct,credit_utilisation_pct,derogatory_marks,hard_inquiries_6m,oldest_account_yrs,total_credit_limit,outstanding_balance,missed_payments_12m
BUR0015848,APP013671,CRIF,2023-10-18,884,17,8,97.5,40.3,1,1,1.1,287000.0,257800.0,1
BUR0015849,APP013671,CIBIL,2024-03-18,880,12,4,93.6,43.5,0,6,18.2,1058000.0,188600.0,0
BUR0015850,APP013673,Experian,2022-02-26,691,5,10,83.3,83.7,1,8,15.5,1309000.0,207800.0,0
BUR0015851,APP013675,Equifax,2022-08-01,414,1,4,63.7,47.3,0,5,13.3,1312000.0,237000.0,2
BUR0015852,APP013675,CRIF,2023-04-28,426,5,2,63.2,61.5,2,8,2.4,711000.0,13100.0,0
BUR0015853,APP013675,CRIF,2023-09-25,405,4,8,92.7,28.9,0,5,4.6,1513000.0,305200.0,5
BUR0015854,APP013677,Experian,2022-01-17,539,8,1,95.3,13.2,4,7,15.2,1557000.0,285900.0,1
BUR0015855,APP013677,CRIF,2022-09-26,545,9,4,63.5,61.4,0,4,8.0,1280000.0,339000.0,0
BUR0015856,APP013677,CRIF,2023-07-22,547,1,6,93.1,41.8,0,8,1.5,1018000.0,140900.0,2
BUR0015857,APP013678,Experian,,526,12,9,80.3,6.9,0,7,6.1,1710000.0,473300.0,2
BUR0015858,APP013679,Experian,2024-05-13,559,13,10,69.4,71.3,0,8,14.3,1921000.0,333500.0,0
BUR0015859,APP013680,CRIF,2022-03-23,407,18,3,91.1,27.7,0,5,0.5,515000.0,440700.0,0
BUR0015860,APP013680,Experian,2022-12-26,400,20,6,96.6,16.6,1,3,13.7,1749000.0,220000.0,0
BUR0015861,APP013680,Equifax,2023-09-23,392,1,5,81.6,86.3,0,2,6.3,849000.0,354400.0,0
BUR0015862,APP013680,CRIF,2024-01-14,363,19,6,72.4,42.9,2,1,5.9,1657000.0,51300.0,0
BUR0015863,APP013681,Experian,2023-02-20,552,15,9,66.3,46.2,3,5,8.6,646000.0,264000.0,0
BUR0015864,APP013682,CIBIL,2022-10-22,-300,8,9,142.9,83.1,0,6,11.3,1831000.0,234900.0,0
BUR0015865,APP013683,CIBIL,2023-09-10,571,16,6,63.4,10.6,1,7,4.6,1899000.0,39600.0,0
BUR0015866,APP013684,Equifax,2023-01-16,628,13,2,94.3,64.9,4,6,8.1,1044000.0,391800.0,1
BUR0015867,APP013684,Equifax,2024-01-04,623,7,5,73.6,15.5,0,3,13.5,218000.0,496300.0,2
BUR0015868,APP013685,CRIF,2023-08-01,483,10,0,96.9,32.4,3,0,7.4,330000.0,157100.0,1
BUR0015869,APP013685,CIBIL,2024-03-14,494,2,7,97.6,0.0,0,7,4.3,91000.0,353900.0,0
BUR0015870,APP013686,Equifax,2023-05-30,9999,4,8,91.3,12.6,3,7,12.7,1668000.0,413300.0,1
BUR0015871,APP013686,Experian,2024-05-17,890,13,3,94.2,88.5,0,6,4.3,1146000.0,321300.0,0
BUR0015872,APP013688,CRIF,2023-03-04,528,8,9,68.3,71.2,1,5,1.6,960000.0,99200.0,0
BUR0015873,APP013688,CRIF,2023-05-04,504,18,6,63.7,40.8,0,4,8.4,1287000.0,328300.0,0
BUR0015874,APP013688,CRIF,2023-09-27,522,19,10,78.5,59.7,0,8,19.7,1147000.0,91800.0,0
BUR0015875,APP013689,CRIF,2022-01-06,464,15,7,84.2,33.4,0,6,10.2,495000.0,499500.0,2
BUR0015876,APP013689,Experian,2022-03-26,456,8,3,94.6,26.9,0,7,13.2,349000.0,32800.0,1
BUR0015877,APP013689,CIBIL,2022-11-22,442,2,3,88.0,91.8,0,5,14.8,550000.0,14300.0,0
BUR0015878,APP013693,Experian,2024-02-11,529,11,1,83.1,94.0,0,6,11.7,289000.0,449800.0,0
BUR0015879,APP013695,Experian,2023-09-13,713,17,10,79.9,70.7,0,8,8.0,562000.0,28800.0,0
BUR0015880,APP013696,CRIF,2022-05-14,825,18,9,92.7,73.3,1,2,12.2,310000.0,234600.0,1
BUR0015881,APP013696,CRIF,2023-01-05,819,1,4,82.8,33.5,1,3,4.2,1002000.0,156600.0,0
BUR0015882,APP013696,Equifax,2023-08-01,842,12,9,65.1,71.3,0,3,1.0,422000.0,437500.0,3
BUR0015883,APP013696,CIBIL,2024-06-24,832,16,5,83.0,58.9,1,5,8.8,169000.0,14200.0,0
BUR0015884,APP013699,CRIF,2023-06-07,724,3,10,86.1,2.1,0,2,12.8,125000.0,308200.0,3
BUR0015885,APP013700,CIBIL,2022-07-12,549,15,1,90.1,30.8,0,5,5.2,1704000.0,486000.0,3
BUR0015886,APP013700,CRIF,2023-01-26,565,4,8,98.0,22.7,0,6,8.0,1307000.0,244400.0,0
BUR0015887,APP013701,Equifax,2022-10-14,571,6,2,64.7,47.0,0,6,18.8,738000.0,469000.0,3
BUR0015888,APP013701,CIBIL,2023-10-09,584,12,0,60.8,27.9,1,1,2.0,312000.0,335400.0,3
BUR0015889,APP013702,CIBIL,2022-02-21,760,8,0,73.2,11.7,2,2,18.0,636000.0,229900.0,5
BUR0015890,APP013702,Experian,2022-07-27,737,3,4,78.5,10.5,0,3,13.4,1092000.0,260300.0,0
BUR0015891,APP013703,Equifax,2022-02-23,865,7,6,85.2,33.5,0,0,4.2,691000.0,438200.0,2
BUR0015892,APP013703,Experian,2022-10-14,866,16,9,69.3,9.3,0,5,9.9,309000.0,159300.0,2
BUR0015893,APP013703,Equifax,2022-12-15,887,11,7,95.3,77.2,1,8,19.8,633000.0,674525.2305581492,1
BUR0015894,APP013704,Experian,2022-01-12,632,3,9,77.1,64.9,1,8,12.4,393000.0,343700.0,0
BUR0015895,APP013704,Experian,2022-05-11,630,9,2,83.4,33.5,1,1,4.1,199000.0,163900.0,0
BUR0015896,APP013705,Equifax,2024-06-10,802,2,9,87.6,33.7,0,6,13.7,936000.0,966808.0215651331,4
BUR0015897,APP013706,CIBIL,2022-06-03,815,10,10,72.3,92.9,1,7,3.0,671000.0,211300.0,0
BUR0015898,APP013707,Equifax,2022-05-05,0,15,3,87.9,69.4,0,8,1.1,950000.0,81000.0,0
BUR0015899,APP013707,Experian,2022-07-21,461,15,2,95.0,1.1,1,3,8.9,673000.0,700455.4352368243,0
BUR0015900,APP013710,CRIF,2024-06-16,766,19,23,69.6,30.5,1,4,1.3,471000.0,236500.0,0
BUR0015901,APP013711,Experian,2023-07-24,732,19,3,75.3,14.5,0,4,0.5,417000.0,299600.0,0
BUR0015902,APP013711,Equifax,2024-02-27,702,15,9,78.0,10.3,2,3,12.9,1105000.0,362700.0,4
BUR0015903,APP013712,CRIF,2023-01-19,477,13,8,61.8,22.2,1,6,19.2,1378000.0,349000.0,0
BUR0015904,APP013712,Experian,2024-01-19,487,15,7,91.2,13.0,0,0,13.2,908000.0,43500.0,0
BUR0015905,APP013714,Experian,2022-03-12,754,7,1,67.2,3.7,2,8,12.6,506000.0,201300.0,3
BUR0015906,APP013714,Experian,2022-09-19,776,4,4,65.1,46.9,1,8,6.7,642000.0,392000.0,0
BUR0015907,APP013714,CIBIL,2023-06-08,777,18,10,73.8,10.1,0,5,9.4,146000.0,1900.0,5
BUR0015908,APP013716,CRIF,2022-04-29,877,20,23,79.5,7.8,0,3,11.3,324000.0,110600.0,0
BUR0015909,APP013717,CIBIL,2023-07-24,439,19,8,65.5,35.4,1,6,17.1,141000.0,231300.0,0
BUR0015910,APP013717,Experian,2024-04-29,421,10,13,83.2,121.7,0,2,3.4,762000.0,246300.0,0
BUR0015911,APP013718,Equifax,2022-11-01,483,20,1,62.4,19.4,0,5,9.9,1053000.0,297900.0,1
BUR0015912,APP013718,Equifax,2023-04-26,456,3,8,89.6,16.7,0,5,18.5,467000.0,90100.0,0
BUR0015913,APP013718,CRIF,2023-06-27,479,11,6,91.1,14.5,2,2,9.0,1255000.0,45500.0,1
BUR0015914,APP013719,CIBIL,2024-03-22,594,20,8,71.3,2.1,1,7,9.2,321000.0,155500.0,0
BUR0015915,APP013720,Experian,2023-02-06,699,1,7,71.6,129.4,2,5,2.5,1648000.0,118800.0,0
BUR0015916,APP013720,CRIF,2024-01-28,721,6,0,89.2,9.3,2,7,18.8,1410000.0,233600.0,0
BUR0015917,APP013721,Equifax,2024-05-24,809,16,6,87.6,55.7,4,2,6.3,1035000.0,461300.0,0
BUR0015918,APP013722,CRIF,2023-07-14,436,16,20,78.0,4.4,1,1,17.5,697000.0,373800.0,0
BUR0015919,APP013722,Equifax,2024-05-20,419,7,3,67.1,57.8,0,1,4.9,591000.0,161100.0,0
BUR0015920,APP013723,Equifax,2023-07-15,743,10,6,65.0,81.6,2,3,3.6,984000.0,150600.0,0
BUR0015921,APP013724,CIBIL,2023-02-24,536,3,8,78.9,1.1,0,8,18.5,128000.0,443800.0,1
BUR0015922,APP013724,Equifax,2023-06-18,541,14,8,77.4,29.3,0,7,18.1,1591000.0,174700.0,0
BUR0015923,APP013726,CIBIL,2023-12-15,753,7,0,93.3,8.1,0,1,6.5,1335000.0,279800.0,0
BUR0015924,APP013727,CIBIL,2022-11-19,751,16,0,78.6,38.2,0,0,6.6,710000.0,48900.0,0
BUR0015925,APP013727,CIBIL,2023-04-05,1100,19,1,70.9,92.3,0,6,18.5,1101000.0,399500.0,1
BUR0015926,APP013727,CIBIL,2023-11-09,739,3,10,90.8,24.9,1,0,19.8,1643000.0,80600.0,0
BUR0015927,APP013729,Experian,2023-03-09,523,6,2,98.9,69.6,0,1,13.7,427000.0,192200.0,2
BUR0015928,APP013729,Experian,2023-07-27,550,5,2,63.7,66.1,0,4,8.9,121000.0,322900.0,0
BUR0015929,APP013730,CIBIL,2022-11-25,649,3,1,70.4,48.1,0,8,1.7,1891000.0,139400.0,0
BUR0015930,APP013730,CRIF,2023-04-16,656,13,1,84.6,45.9,2,2,8.9,167000.0,429300.0,4
BUR0015931,APP013730,Experian,2023-07-26,650,20,1,86.4,31.5,3,2,16.0,1288000.0,290400.0,2
BUR0015932,APP013731,Equifax,2023-09-04,463,16,9,84.2,38.4,1,5,16.7,1006000.0,483200.0,2
BUR0015933,APP013731,Equifax,2024-05-11,481,15,2,68.2,31.2,0,4,2.5,1503000.0,36600.0,0
BUR0015934,APP013733,CRIF,2023-11-15,755,10,8,86.9,33.3,0,5,3.9,66000.0,175400.0,0
BUR0015935,APP013734,Experian,2022-05-22,542,9,2,97.4,85.3,2,8,11.6,1671000.0,411800.0,5
BUR0015936,APP013737,Equifax,2024-06-01,730,8,9,77.4,86.2,0,2,15.6,1494000.0,406400.0,3
BUR0015937,APP013738,CRIF,2024-04-12,841,11,3,63.4,53.0,1,2,0.6,305000.0,118400.0,0
BUR0015938,APP013739,CIBIL,2022-04-27,613,11,8,71.1,61.5,0,5,11.2,889000.0,376100.0,1
BUR0015939,APP013740,Experian,2023-06-30,697,20,3,63.0,9.5,0,4,18.6,212000.0,56300.0,1
BUR0015940,APP013740,CIBIL,2024-01-29,684,1,9,70.4,91.7,0,2,17.1,984000.0,73400.0,1
BUR0015941,APP013741,CRIF,2022-11-10,618,18,8,78.4,47.0,1,5,10.0,580000.0,9000.0,0
BUR0015942,APP013741,Equifax,2023-09-27,645,2,5,98.7,50.6,1,3,19.7,746000.0,391300.0,3
BUR0015943,APP013742,Equifax,2024-01-13,690,4,5,80.5,26.9,1,8,14.0,977000.0,357100.0,4
BUR0015944,APP013743,CRIF,2023-07-23,566,10,9,98.0,12.3,0,7,18.8,1898000.0,297100.0,2
BUR0015945,APP013744,Experian,2022-07-10,759,14,1,91.7,94.6,0,0,11.1,1457000.0,103000.0,2
BUR0015946,APP013746,CRIF,2024-04-22,825,5,6,75.3,34.5,1,3,18.0,1269000.0,269000.0,0
BUR0015947,APP013748,Experian,2023-01-20,534,3,10,79.0,24.6,0,5,0.8,136000.0,182600.0,0
BUR0015948,APP013748,Equifax,2023-04-07,528,11,1,62.8,78.8,0,6,19.5,1925000.0,185200.0,0
BUR0015949,APP013748,Experian,2023-07-30,504,17,0,85.9,72.4,0,5,17.4,437000.0,441900.0,0
BUR0015950,APP013749,Equifax,2022-02-22,435,12,4,95.4,5.9,0,1,6.1,1918000.0,346000.0,1
BUR0015951,APP013750,Equifax,2024-06-02,718,7,8,93.9,22.7,4,8,14.2,314000.0,386200.0,3
BUR0015952,APP013752,CIBIL,2022-09-25,464,7,3,87.4,64.0,1,3,17.6,1519000.0,289900.0,0
BUR0015953,APP013752,CRIF,2022-12-18,449,18,6,70.7,30.1,4,3,17.0,749000.0,235100.0,1
BUR0015954,APP013754,CIBIL,2022-11-12,540,16,6,86.2,94.6,1,2,18.7,1657000.0,333800.0,0
BUR0015955,APP013755,CRIF,2022-11-04,564,9,4,80.9,12.2,3,3,8.5,1024000.0,51600.0,3
BUR0015956,APP013755,CIBIL,2023-01-12,549,4,2,64.6,62.1,0,7,4.3,754000.0,463600.0,0
BUR0015957,APP013756,Experian,2024-02-17,531,1,10,75.9,55.9,0,3,4.2,1087000.0,426500.0,2
BUR0015958,APP013758,CIBIL,2023-10-18,403,11,8,90.6,69.0,1,6,14.7,1413000.0,347400.0,1
BUR0015959,APP013759,Experian,2023-01-07,716,4,8,97.9,30.7,0,3,6.0,876000.0,28800.0,3
BUR0015960,APP013760,Equifax,2023-05-15,741,4,6,99.5,46.5,0,1,11.3,575000.0,71900.0,2
BUR0015961,APP013760,Experian,,754,9,3,97.6,55.8,4,7,6.6,760000.0,476200.0,0
BUR0015962,APP013761,Equifax,2022-05-10,444,1,7,93.3,66.7,0,6,2.3,1825000.0,41100.0,0
BUR0015963,APP013763,Equifax,2024-05-26,437,3,0,91.5,2.8,0,0,3.6,1227000.0,341100.0,4
BUR0015964,APP013764,Equifax,2022-06-06,487,20,21,95.9,44.8,0,6,11.4,341000.0,186200.0,0
BUR0015965,APP013764,CIBIL,2022-09-06,479,12,4,76.8,31.9,0,4,3.3,1377000.0,151800.0,4
BUR0015966,APP013764,CRIF,2023-01-18,461,10,7,90.5,3.2,0,3,9.4,1632000.0,278800.0,1
BUR0015967,APP013764,CIBIL,2023-09-22,1100,18,4,77.9,32.2,0,2,16.1,145000.0,370400.0,0
BUR0015968,APP013766,CRIF,2023-11-12,722,19,1,78.4,81.6,0,6,14.7,1704000.0,165200.0,0
BUR0015969,APP013767,Equifax,2022-08-11,9999,10,9,89.8,48.7,0,0,3.7,1078000.0,429500.0,1
BUR0015970,APP013768,Experian,2022-05-17,683,14,6,108.9,72.9,0,4,17.4,1614000.0,88900.0,0
BUR0015971,APP013769,Experian,,890,11,10,64.4,88.4,0,5,4.3,740000.0,225000.0,3
BUR0015972,APP013771,CRIF,2022-11-10,772,10,10,68.2,82.3,0,7,6.0,943000.0,479700.0,1
BUR0015973,APP013773,Equifax,2022-02-28,843,15,4,65.4,13.8,2,8,6.6,1498000.0,40800.0,0
BUR0015974,APP013773,CIBIL,2022-10-11,829,12,9,95.7,9.4,1,7,4.1,1215000.0,91400.0,2
BUR0015975,APP013773,CIBIL,2023-08-14,850,19,2,80.7,75.2,0,0,16.5,1816000.0,314300.0,0
BUR0015976,APP013773,Experian,2024-02-16,828,12,1,78.6,36.0,1,0,11.3,1078000.0,325800.0,0
BUR0015977,APP013774,Equifax,2023-08-05,475,16,6,78.3,35.2,0,8,15.3,961000.0,352500.0,0
BUR0015978,APP013776,CRIF,2023-12-02,476,17,0,69.6,10.4,3,6,7.7,1193000.0,5000.0,0
BUR0015979,APP013776,Experian,2024-06-15,470,9,9,90.0,41.4,0,1,13.9,1785000.0,417100.0,0
BUR0015980,APP013778,Equifax,2023-09-30,741,20,0,86.1,20.4,3,3,2.6,282000.0,302300.0,0
BUR0015981,APP013779,Equifax,2022-04-27,519,11,4,96.0,90.3,0,1,1.3,1423000.0,222900.0,0
BUR0015982,APP013779,EXPERIAN,2023-03-13,499,17,0,94.1,1.0,4,2,6.8,436000.0,356200.0,1
BUR0015983,APP013781,CIBIL,2022-11-20,708,20,10,86.2,32.1,1,3,11.9,1184000.0,416900.0,0
BUR0015984,APP013781,CRIF,2023-02-07,697,19,0,93.5,6.2,0,8,19.0,286000.0,32600.0,1
BUR0015985,APP013781,Experian,2023-08-10,719,8,3,86.0,0.2,1,5,5.4,731000.0,426800.0,1
BUR0015986,APP013782,Experian,2024-01-19,628,4,9,96.3,2.3,1,1,17.7,1794000.0,315200.0,5
BUR0015987,APP013784,CRIF,2023-04-18,493,4,6,82.7,86.7,4,2,16.0,729000.0,243700.0,0
BUR0015988,APP013784,CRIF,2023-08-01,520,15,5,99.8,39.0,1,7,3.8,1647000.0,434300.0,0
BUR0015989,APP013785,CRIF,2024-03-19,875,16,4,71.3,36.6,0,7,16.6,925000.0,334800.0,1
BUR0015990,APP013786,Experian,2023-09-06,482,11,1,78.7,26.3,0,2,17.5,942000.0,9300.0,0
BUR0015991,APP013786,CRIF,2024-03-24,471,17,8,89.5,84.1,2,4,4.4,79000.0,113300.0,0
BUR0015992,APP013787,Equifax,2022-09-27,554,15,9,85.9,28.9,0,0,5.4,619000.0,451600.0,4
BUR0015993,APP013788,CRIF,2023-04-26,725,4,10,71.4,91.3,1,4,18.2,1674000.0,427100.0,0
BUR0015994,APP013788,CRIF,2023-10-17,742,7,1,89.2,2.9,0,2,13.2,322000.0,311900.0,0
BUR0015995,APP013789,Equifax,2022-07-18,509,1,7,80.7,3.5,0,6,18.3,1562000.0,35200.0,0
BUR0015996,APP013789,Experian,2023-04-18,500,16,5,61.4,63.4,2,8,16.1,1746000.0,66900.0,0
BUR0015997,APP013791,CIBIL,2024-05-11,610,15,10,88.1,238.0,1,0,16.0,1251000.0,257600.0,2
BUR0015998,APP013792,CIBIL,2022-05-18,854,4,10,92.1,18.2,1,4,9.6,788000.0,138300.0,0
BUR0015999,APP013795,Equifax,2024-06-16,525,2,6,84.0,38.0,0,4,1.7,1695000.0,420900.0,2
BUR0016000,APP013796,Experian,2022-08-26,561,16,4,86.7,7.8,2,4,3.9,364000.0,255100.0,2
BUR0016001,APP013799,Experian,2022-05-06,-300,19,6,97.0,58.7,0,1,18.5,192000.0,49600.0,1
BUR0016002,APP013800,CIBIL,2023-06-07,620,6,0,85.9,13.6,0,4,17.4,1230000.0,79600.0,1
BUR0016003,APP013800,Experian,2024-04-24,630,12,0,65.5,45.1,0,3,5.2,1847000.0,51700.0,1
BUR0016004,APP013802,Experian,2022-02-14,463,11,8,69.7,24.7,0,3,5.8,906000.0,462800.0,0
BUR0016005,APP013803,Experian,2023-07-07,725,20,0,78.3,26.2,1,5,1.7,725000.0,13400.0,1
BUR0016006,APP013803,CRIF,2024-03-07,733,13,5,86.5,35.3,0,2,13.2,617000.0,456200.0,0
BUR0016007,APP013804,Equifax,2022-05-31,472,2,9,60.8,86.6,3,3,19.3,1714000.0,154800.0,0
BUR0016008,APP013804,CRIF,2023-05-24,492,19,5,73.7,79.3,0,3,2.4,1856000.0,121800.0,0
BUR0016009,APP013805,Experian,2023-11-13,835,8,4,70.4,91.5,0,8,1.7,1845000.0,121400.0,1
BUR0016010,APP013805,CIBIL,2024-04-11,849,19,6,66.7,68.6,1,4,19.6,548000.0,403900.0,0
BUR0016011,APP013806,Equifax,2023-01-16,404,12,5,99.3,59.6,2,3,17.5,1582000.0,349300.0,1
BUR0016012,APP013807,Experian,2022-05-16,721,11,3,77.9,92.6,1,4,2.9,632000.0,486400.0,0
BUR0016013,APP013807,Experian,2023-02-18,743,18,7,100.0,89.9,1,3,19.0,859000.0,413700.0,0
BUR0016014,APP013808,CIBIL,2023-11-17,855,20,7,88.8,28.6,4,4,4.6,978000.0,221000.0,0
BUR0016015,APP013810,CRIF,2023-03-19,734,19,6,95.6,79.2,0,0,12.0,1475000.0,1485987.7419030885,0
BUR0016016,APP013810,Experian,2023-06-16,740,17,3,71.6,36.0,2,4,7.0,1517000.0,41100.0,2
BUR0016017,APP013811,Experian,2022-03-20,716,19,3,81.1,28.0,2,8,9.7,1769000.0,430900.0,0
BUR0016018,APP013811,Experian,2022-12-30,732,15,6,61.2,60.7,1,1,17.1,1445000.0,494900.0,1
BUR0016019,APP013811,CIBIL,2023-03-01,739,18,7,84.2,38.5,1,4,16.0,683000.0,432800.0,0
BUR0016020,APP013813,CIBIL,2023-10-29,523,7,10,96.8,43.8,1,1,2.7,692000.0,285300.0,0
BUR0016021,APP013815,CIBIL,2023-01-23,850,8,3,82.4,19.4,2,1,11.2,1448000.0,154100.0,1
BUR0016022,APP013816,Experian,2023-11-22,759,19,0,67.9,34.5,2,0,12.6,789000.0,170900.0,4
BUR0016023,APP013816,Equifax,2024-01-31,737,3,4,90.6,14.5,0,5,19.9,1855000.0,10600.0,0
BUR0016024,APP013817,cibil,2023-03-30,809,20,1,69.6,38.7,0,6,7.3,1400000.0,280400.0,0
BUR0016025,APP013817,CRIF,2023-12-26,788,2,10,76.7,49.0,0,2,17.0,1465000.0,192700.0,0
BUR0016026,APP013818,Equifax,2024-03-30,668,5,3,73.9,78.1,0,6,19.4,727000.0,91600.0,0
BUR0016027,APP013820,Experian,2022-09-03,644,5,10,64.2,85.6,1,7,2.9,1555000.0,125900.0,1
BUR0016028,APP013820,Equifax,2023-01-26,667,11,10,96.0,24.3,1,6,1.0,310000.0,465200.0,1
BUR0016029,APP013821,CRIF,2022-07-18,524,15,2,61.7,5.5,1,3,11.2,1848000.0,263400.0,0
BUR0016030,APP013822,CRIF,2023-07-22,740,14,1,68.6,77.1,1,2,10.9,245000.0,349700.0,0
BUR0016031,APP013822,Experian,2023-12-12,742,12,4,63.9,41.4,0,3,9.6,717000.0,19600.0,0
BUR0016032,APP013823,CRIF,2022-04-29,669,14,6,98.9,48.4,1,2,15.3,1254000.0,255100.0,0
BUR0016033,APP013823,CRIF,2022-08-10,681,14,7,71.5,48.3,3,6,8.7,1748000.0,490100.0,0
BUR0016034,APP013824,CRIF,2023-06-19,437,10,8,87.9,21.2,0,1,13.6,1943000.0,58400.0,0
BUR0016035,APP013824,CRIF,2024-03-06,451,13,8,82.1,14.6,0,4,2.1,677000.0,427400.0,2
BUR0016036,APP013827,CRIF,2024-05-26,801,14,5,89.0,61.1,0,1,12.1,1006000.0,194700.0,0
BUR0016037,APP013828,Experian,2023-12-20,809,2,1,79.9,59.2,0,0,19.1,1890000.0,199600.0,0
BUR0016038,APP013828,CRIF,2024-05-01,9999,1,0,75.9,6.6,1,1,1.0,664000.0,436800.0,1
BUR0016039,APP013829,CIBIL,2022-03-13,678,7,10,77.0,27.9,0,3,2.7,1524000.0,425900.0,2
BUR0016040,APP013829,CIBIL,2022-12-25,656,14,5,94.0,83.8,0,2,5.5,1163000.0,481200.0,1
BUR0016041,APP013831,CRIF,2023-10-28,-300,19,5,83.5,16.2,0,1,19.0,780000.0,304000.0,0
BUR0016042,APP013832,Equifax,2023-04-03,590,2,3,98.5,26.8,1,3,15.1,1706000.0,166200.0,0
BUR0016043,APP013833,Experian,2023-02-18,831,17,3,77.6,74.6,0,4,1.1,1021000.0,412300.0,1
BUR0016044,APP013834,Experian,2023-01-19,784,17,0,61.7,20.7,0,3,19.0,179000.0,428800.0,0
BUR0016045,APP013834,CRIF,2023-11-12,781,13,1,65.0,32.0,0,7,10.4,1089000.0,238800.0,3
BUR0016046,APP013836,CRIF,2023-04-12,500,1,3,92.2,82.2,0,6,2.3,660000.0,39600.0,0
BUR0016047,APP013836,Experian,2024-01-10,521,15,5,92.7,19.5,0,7,5.0,1750000.0,83900.0,0
BUR0016048,APP013837,CRIF,2023-02-15,843,14,5,96.1,19.6,0,0,2.7,1219000.0,63600.0,3
BUR0016049,APP013838,CIBIL,2023-09-10,0,4,2,97.7,25.5,1,8,19.9,1397000.0,53400.0,0
BUR0016050,APP013838,Equifax,2023-12-28,710,12,2,81.5,94.4,1,6,7.4,1391000.0,283100.0,1
BUR0016051,APP013840,Experian,2022-12-17,673,16,2,68.9,35.0,0,4,17.0,960000.0,488200.0,0
BUR0016052,APP013841,Experian,2022-10-24,862,8,3,82.9,51.9,0,1,15.4,590000.0,109600.0,3
BUR0016053,APP013841,CRIF,2023-07-28,886,18,5,62.4,113.4,2,0,18.0,512000.0,16300.0,0
BUR0016054,APP013842,Equifax,2022-03-20,779,13,0,70.8,66.5,2,0,4.8,198000.0,107600.0,4
BUR0016055,APP013844,Equifax,2022-05-14,825,17,3,71.1,75.6,3,2,13.9,62000.0,345000.0,0
BUR0016056,APP013844,Experian,2023-03-17,795,4,0,81.9,83.2,1,4,8.9,340000.0,407200.0,1
BUR0016057,APP013844,CRIF,2024-02-16,782,7,6,86.1,4.7,0,3,11.8,1362000.0,453000.0,0
BUR0016058,APP013845,Equifx,2023-02-10,700,19,8,74.4,5.6,0,3,5.9,876000.0,379200.0,3
BUR0016059,APP013845,Equifax,2023-10-02,715,3,6,76.6,14.3,4,6,17.3,1974000.0,102700.0,2
BUR0016060,APP013845,Equifax,2024-03-02,715,4,5,68.9,51.8,0,2,18.9,758000.0,372000.0,0
BUR0016061,APP013846,Equifax,2024-06-13,551,3,0,63.3,91.5,0,7,14.9,397000.0,185400.0,0
BUR0016062,APP013848,Experian,2024-06-25,658,20,3,93.8,15.8,3,6,10.9,758000.0,74300.0,0
BUR0016063,APP013849,Equifax,2023-01-31,577,1,7,84.2,54.1,0,2,17.9,1787000.0,388800.0,0
BUR0016064,APP013850,Equifax,2023-03-30,548,11,0,80.9,49.5,0,4,14.8,242000.0,145100.0,0
BUR0016065,APP013851,CIBIL,,597,17,9,85.2,27.0,0,7,3.8,610000.0,119200.0,2
BUR0016066,APP013853,Experian,2022-04-09,860,6,3,65.1,59.8,2,0,18.2,1745000.0,48200.0,0
BUR0016067,APP013853,CRIF,2023-03-03,1100,19,4,92.2,37.2,1,3,2.9,1697000.0,448000.0,2
BUR0016068,APP013853,Equifax,2024-03-02,857,18,5,89.8,63.0,0,5,15.4,281000.0,248500.0,3
BUR0016069,APP013854,Experian,2022-06-22,768,11,8,61.4,89.0,2,2,17.1,1445000.0,264200.0,3
BUR0016070,APP013855,CRIF,2022-06-01,814,17,9,90.2,3.7,2,4,17.2,1007000.0,267300.0,2
BUR0016071,APP013856,CIBIL,2023-04-13,434,14,6,95.5,91.0,2,2,11.9,1846000.0,492200.0,0
BUR0016072,APP013857,CIBIL,2022-10-23,550,9,9,76.9,43.3,0,5,2.3,839000.0,148900.0,0
BUR0016073,APP013857,Equifax,2023-04-20,548,15,7,91.1,58.6,0,0,11.8,483000.0,91800.0,2
BUR0016074,APP013857,CRIF,2024-02-02,536,14,0,93.0,75.6,1,7,8.6,972000.0,355400.0,3
BUR0016075,APP013860,Experian,2022-09-13,770,15,2,67.0,85.6,4,1,9.3,1708000.0,332000.0,0
BUR0016076,APP013860,CIBIL,2023-05-22,0,13,10,96.6,94.2,0,8,1.8,672000.0,716723.484823586,1
BUR0016077,APP013861,Equifax,2022-10-20,817,4,9,79.7,76.4,0,3,15.5,452000.0,21400.0,2
BUR0016078,APP013862,Equifax,2024-01-04,598,2,5,69.6,28.4,1,4,9.8,947000.0,458500.0,2
BUR0016079,APP013863,CIBIL,2022-01-10,678,4,3,89.5,60.5,1,3,15.2,1086000.0,178500.0,1
BUR0016080,APP013863,CIBIL,2022-03-17,689,12,5,84.9,73.9,1,7,7.2,867000.0,278400.0,0
BUR0016081,APP013864,Experian,,859,11,1,68.8,41.1,1,4,5.0,1572000.0,395200.0,0
BUR0016082,APP013865,CRIF,2023-11-26,745,10,4,64.1,3.6,1,1,12.1,1545000.0,438800.0,2
BUR0016083,APP013865,CIBIL,2024-04-24,763,8,2,88.0,8.4,2,2,1.8,1158000.0,494200.0,1
BUR0016084,APP013867,Equifax,2023-10-06,657,19,3,68.5,55.7,2,5,14.1,661000.0,327500.0,0
