application_id,applicant_id,application_date,product_type,loan_purpose,loan_amount,declared_income,employment_type,employer_category,credit_score,debt_to_income,interest_rate,decision,decision_date,loan_tenure_months,city,age
LNA0018131,APP014286,2022-02-22,Auto Loan,Education,99000.0,320925.0,Self-Employed,Startup,668,0.5,15.79,Declined,2022-03-05,24,Hyderabad,42
LNA0018132,APP014287,2023-01-14,Credit Card,Personal,1810000.0,97056.0,Salaried,Startup,605,38.5,19.09,Declined,2023-01-19,48,Mumbai,39
LNA0018133,APP014288,2022-09-16,Credit Card,Medical,436000.0,124417.0,Self-Employed,Healthcare,665,6.0,16.4,Withdrawn,2022-09-21,24,Hyderabad,16
LNA0018134,APP014288,2023-05-20,Credit Card,Vehicle,820000.0,152628.0,Self-Employed,Healthcare,665,11.4,17.64,Declined,2023-06-02,120,Hyderabad,24
LNA0018135,APP014289,2023-11-06,Home Loan,Vehicle,202000.0,19697.0,Self-Employed,PSU Bank,384,22.1,21.43,Declined,2023-11-17,12,Chennai,60
LNA0018136,APP014290,2024-04-15,Personal Loan,Education,765000.0,161079.0,Self-Employed,Education,342,8.1,24.51,Declined,2024-04-26,36,Hyderabad,45
LNA0018137,APP014291,2024-06-10,Home Loan,Vehicle,600000.0,76573.0,Self-Employed,PSU Bank,300,15.6,23.03,Declined,2024-06-18,48,Delhi,21
LNA0018138,APP014292,2023-12-15,Auto Loan,Education,97000.0,29828.0,Salaried,FMCG,668,5.9,16.75,Pending,2023-12-29,60,Mumbai,44
LNA0018139,APP014293,2023-10-19,Business Loan,Personal,405000.0,121890.0,Salaried,PSU Bank,456,6.0,22.42,Declined,2023-10-30,84,Ahmedabad,27
LNA0018140,APP014293,2024-03-27,Credit Card,Home Purchase,761000.0,134886.0,Salaried,PSU Bank,456,11.3,20.83,Declined,2024-04-03,84,Ahmedabad,27
LNA0018141,APP014294,2023-02-16,Home Loan,Business,187000.0,474842.0,Freelancer,Manufacturing,502,0.8,20.94,Declined,2023-02-23,180,Pune,29
LNA0018142,APP014295,2022-07-16,Auto Loan,Education,115000.0,21496.0,Salaried,PSU Bank,609,9.6,17.33,Approved,2022-07-29,24,Hyderabad,61
LNA0018143,APP014296,2022-08-07,Business Loan,Education,971000.0,28826.0,Salaried,Healthcare,643,53.8,16.17,Approved,2022-08-17,24,Ahmedabad,40
LNA0018144,APP014296,2022-11-23,Auto Loan,Medical,487000.0,36688.0,Salaried,Healthcare,643,27.0,16.37,Declined,2022-11-28,24,Ahmedabad,40
LNA0018145,APP014297,2023-06-12,Business Loan,Medical,-4327000.0,23791.0,Business Owner,Startup,403,371.2,22.71,Approved,2023-06-23,48,Delhi,63
LNA0018146,APP014297,2023-08-07,Credit Card,Home Purchase,126000.0,20909.0,Business Owner,Startup,403,10.8,21.9,Declined,2023-08-12,36,Delhi,63
LNA0018147,APP014298,2024-02-03,Business Loan,Vehicle,2062000.0,21843.0,Salaried,Telecom,450,146.3,20.59,Declined,2024-02-08,12,Hyderabad,23
LNA0018148,APP014299,2022-07-29,Auto Loan,Vehicle,199000.0,416621.0,Salaried,Retail,581,1.0,18.13,Declined,2022-08-09,84,Mumbai,38
LNA0018149,APP014299,2023-01-19,Business Loan,Business,183000.0,416680.0,Salaried,Retail,581,0.9,20.01,Declined,2023-01-23,180,Mumbai,38
LNA0018150,APP014299,2023-11-09,Personal Loan,Business,72000.0,389569.0,Salaried,Retail,581,0.4,18.01,Declined,2023-11-12,24,Mumbai,38
LNA0018151,APP014300,,Personal Loan,Vehicle,161000.0,75020.0,Salaried,Retail,882,3.9,13.24,Approved,2022-03-23,120,Bangalore,60
LNA0018152,APP014301,2022-10-12,Auto Loan,Education,-4446000.0,26477.0,Business Owner,Government,483,262.6,19.67,Declined,2022-10-24,60,Ahmedabad,59
LNA0018153,APP014302,2022-08-22,Home Loan,Vehicle,841000.0,59268.0,Salaried,IT Company,750,21.8,15.95,Approved,2022-08-24,180,Chennai,43
LNA0018154,APP014302,2023-03-06,Business Loan,Business,863000.0,58084.0,Salaried,IT Company,750,22.4,16.44,Approved,2023-03-18,180,Chennai,43
LNA0018155,APP014303,2022-01-17,Credit Card,Vehicle,1230000.0,71457.0,Salaried,IT Company,691,26.2,16.1,Approved,2022-01-18,120,Delhi,44
LNA0018156,APP014304,2023-03-12,Business Loan,Business,2823000.0,90257.0,Salaried,Healthcare,757,62.1,16.11,Approved,2023-03-23,12,Bangalore,51
LNA0018157,APP014305,2022-06-27,Personal Loan,Business,1084000.0,137897.0,Self-Employed,Startup,520,15.9,19.69,Declined,2022-07-11,84,Delhi,32
LNA0018158,APP014305,2023-06-08,Home Loan,Medical,835000.0,103031.0,Self-Employed,Startup,520,12.3,21.52,Declined,2023-06-19,240,Delhi,32
LNA0018159,APP014306,2022-05-21,Business Loan,Medical,687000.0,77496.0,Salaried,Retail,675,17.0,16.49,Pending,2022-05-22,36,Delhi,52
LNA0018160,APP014307,2022-11-11,Credit Card,Personal,173000.0,60985.0,Business Owner,IT Company,504,4.8,20.94,Declined,2022-11-14,180,Hyderabad,32
LNA0018161,APP014308,2022-06-04,Auto Loan,Debt Consolidation,196000.0,37806.0,Retired,FMCG,846,11.0,14.34,Approved,2022-06-15,48,Pune,47
LNA0018162,APP014309,2022-08-27,Home Loan,Business,498000.0,56481.0,Business Owner,Government,338,16.7,23.31,Declined,2022-09-08,60,Delhi,30
LNA0018163,APP014310,2024-05-19,Personal Loan,Medical,218000.0,41865.0,Salaried,Startup,395,10.1,23.78,Declined,2024-05-28,120,Bangalore,58
LNA0018164,APP014311,2022-05-28,Business Loan,Personal,283000.0,77329.0,Salaried,Education,619,6.6,18.08,Pending,2022-06-10,24,Pune,55
LNA0018165,APP014312,2023-07-19,Credit Card,Business,1253000.0,21760.0,Salaried,Manufacturing,871,115.3,14.0,Approved,2023-07-21,240,Mumbai,38
LNA0018166,APP014313,2023-03-18,Business Loan,Debt Consolidation,116000.0,128829.0,Self-Employed,FMCG,786,1.9,13.87,Declined,2023-03-25,84,Delhi,40
LNA0018167,APP014314,2022-10-27,Personal Loan,Education,860000.0,66397.0,Salaried,IT Company,707,27.6,15.34,Approved,2022-10-30,48,Hyderabad,29
LNA0018168,APP014315,2022-01-23,Home Loan,Personal,86000.0,64537.0,Retired,Telecom,622,2.1,17.8,Approved,2022-01-29,84,Ahmedabad,30
LNA0018169,APP014316,2023-10-08,Business Loan,Vehicle,169000.0,23562.0,Self-Employed,Retail,642,12.5,18.41,Approved,2023-10-21,180,Pune,22
LNA0018170,APP014317,2024-01-17,Business Loan,Personal,138000.0,76723.0,Self-Employed,FMCG,539,3.2,20.49,Declined,2024-01-31,12,Kolkata,52
LNA0018171,APP014318,2023-03-15,Business Loan,Debt Consolidation,459000.0,122822.0,Salaried,Startup,804,6.3,13.35,Approved,2023-03-14,48,Chennai,39
LNA0018172,APP014319,2022-08-22,Home Loan,Debt Consolidation,4723000.0,142880.0,Retired,Retail,425,55.2,22.94,Declined,2022-08-31,48,Pune,62
LNA0018173,APP014320,2024-04-05,Business Loan,Home Purchase,698000.0,34662.0,Salaried,Education,540,39.3,18.72,Declined,2024-04-08,84,Delhi,39
LNA0018174,APP014321,2022-07-12,Home Loan,Medical,790000.0,71933.0,Salaried,Telecom,701,18.2,17.28,Withdrawn,2022-07-22,84,Kolkata,47
LNA0018175,APP014321,2022-08-26,Credit Card,Personal,814000.0,82503.0,Salaried,Telecom,701,18.7,17.91,Approved,2022-09-07,36,Kolkata,47
LNA0018176,APP014322,2022-04-06,Personal Loan,Business,185000.0,59951.0,Salaried,Education,431,6.0,23.28,Declined,2022-04-17,84,Ahmedabad,39
LNA0018177,APP014323,2022-12-24,Business Loan,Personal,182000.0,67111.0,Salaried,Retail,418,5.6,23.55,Declined,2023-01-07,48,Ahmedabad,36
LNA0018178,APP014323,2023-07-15,Home Loan,Medical,746000.0,67492.0,Salaried,Retail,418,23.1,23.47,Declined,2023-07-26,24,Ahmedabad,36
LNA0018179,APP014324,2024-05-06,Personal Loan,Vehicle,658000.0,28873.0,Business Owner,Healthcare,367,38.3,23.92,Declined,2024-05-07,240,Chennai,63
LNA0018180,APP014325,2023-03-12,Auto Loan,Education,52000.0,108725.0,Freelancer,FMCG,352,0.8,22.22,Declined,2023-03-18,240,Bangalore,33
LNA0018181,APP014325,2024-01-19,Personal Loan,Education,638000.0,,Freelancer,FMCG,352,9.8,24.66,Declined,2024-01-24,12,Bangalore,33
LNA0018182,APP014326,2022-08-09,Business Loan,Vehicle,2312000.0,27184.0,Salaried,Manufacturing,644,138.4,18.28,Declined,2022-08-15,36,Chennai,41
LNA0018183,APP014327,2024-05-29,Home Loan,Medical,4920000.0,46434.0,Business Owner,PSU Bank,751,199.0,16.1,Approved,2024-06-03,84,Kolkata,51
LNA0018184,APP014328,2022-11-11,Auto Loan,Debt Consolidation,3277000.0,38631.0,Salaried,Telecom,811,292.4190711916101,15.7,Pending,2022-11-12,24,Kolkata,45
LNA0018185,APP014328,2023-07-20,Business Loan,Business,987000.0,35651.0,Salaried,Telecom,811,54.9,15.72,Approved,2023-07-30,180,Kolkata,45
LNA0018186,APP014328,2023-08-31,Auto Loan,Debt Consolidation,2654000.0,36208.0,Salaried,Telecom,811,147.7,13.02,Approved,2023-09-03,12,Kolkata,45
LNA0018187,APP014329,2023-11-12,Credit Card,Personal,2710000.0,112410.0,Self-Employed,PSU Bank,535,46.6,20.46,Declined,2023-11-20,120,Ahmedabad,52
LNA0018188,APP014330,2023-09-09,Home Loan,Medical,451000.0,100192.0,Self-Employed,Education,668,7.7,16.09,Pending,2023-09-15,84,Chennai,40
LNA0018189,APP014331,2024-04-25,Home Loan,Vehicle,160000.0,577846.0,Self-Employed,Manufacturing,421,0.5,22.0,Declined,2024-04-27,60,Chennai,56
LNA0018190,APP014332,2024-01-13,Personal Loan,Personal,2810000.0,454537.0,Salaried,Government,790,11.0,15.63,Approved,2024-01-21,24,Kolkata,65
LNA0018191,APP014333,2022-01-21,Auto Loan,Medical,4940000.0,41052.0,Self-Employed,Retail,830,249.3,13.8,Withdrawn,2022-02-03,180,Pune,55
LNA0018192,APP014334,2022-11-25,Personal Loan,Education,194000.0,75707.0,Self-Employed,Healthcare,502,5.2,19.57,Declined,2022-12-02,36,Bangalore,16
LNA0018193,APP014334,2023-05-23,Auto Loan,Medical,89000.0,61726.0,Self-Employed,Healthcare,502,2.4,19.29,Declined,2023-05-28,36,Bangalore,48
LNA0018194,APP014334,2024-04-19,Personal Loan,Debt Consolidation,169000.0,73466.0,Self-Employed,Healthcare,502,4.5,20.74,Pending,2024-05-02,240,Bangalore,48
LNA0018195,APP014335,2023-01-24,Auto Loan,Debt Consolidation,1918000.0,30699.0,Salaried,IT Company,689,109.6,17.56,Declined,2023-02-02,12,Hyderabad,25
LNA0018196,APP014336,2023-03-18,Home Loan,Business,96000.0,40334.0,Business Owner,Startup,831,4.6,13.65,Approved,2023-03-23,180,Bangalore,25
LNA0018197,APP014337,2022-03-17,Personal Loan,Vehicle,-202000.0,62834.0,Self-Employed,IT Company,312,5.7,23.08,Declined,2022-03-26,60,Mumbai,22
LNA0018198,APP014338,2023-01-26,Business Loan,Vehicle,134000.0,27735.0,Business Owner,Healthcare,675,7.8,17.31,Pending,2023-02-03,60,Delhi,23
LNA0018199,APP014339,2024-06-08,Business Loan,Education,817000.0,67376.0,Retired,Healthcare,468,24.5,20.02,Withdrawn,2024-06-17,60,Kolkata,49
LNA0018200,APP014340,2023-07-04,Auto Loan,Debt Consolidation,2679000.0,153647.0,Self-Employed,Manufacturing,817,26.6,14.84,Approved,2023-07-18,24,Delhi,22
LNA0018201,APP014341,2023-06-24,Personal Loan,Business,117000.0,52795.0,Business Owner,Telecom,534,4.1,18.46,Declined,2023-06-30,240,Kolkata,25
LNA0018202,APP014341,2024-05-08,Personal Loan,Home Purchase,626000.0,61617.0,Business Owner,Telecom,534,21.8,18.37,Pending,2024-05-22,24,Kolkata,25
LNA0018203,APP014342,2024-03-17,Auto Loan,Home Purchase,131000.0,47102.0,Salaried,Education,875,5.0,13.97,Approved,2024-03-29,120,Ahmedabad,36
LNA0018204,APP014342,2024-05-03,Credit Card,Home Purchase,84000.0,47905.0,Salaried,Education,875,3.2,11.68,Approved,2024-05-15,36,Ahmedabad,36
LNA0018205,APP014343,2024-02-04,Personal Loan,Vehicle,128000.0,32117.0,salaried,PSU Bank,427,8.0,21.59,Pending,2024-02-10,84,Pune,36
LNA0018206,APP014344,2022-02-12,Personal Loan,Education,2595000.0,54067.0,Self-Employed,IT Company,854,86.8,12.38,Approved,2022-02-21,240,Ahmedabad,47
LNA0018207,APP014345,2022-02-16,Credit Card,Medical,4541000.0,0.0,Salaried,Manufacturing,746,79.6,15.45,Withdrawn,2022-02-17,180,Mumbai,35
LNA0018208,APP014346,2023-06-25,Auto Loan,Debt Consolidation,94000.0,26505.0,SELF EMPLOYED,IT Company,426,5.5,21.49,Declined,2023-07-04,12,Mumbai,22
LNA0018209,APP014347,2022-03-30,Personal Loan,Personal,2560000.0,258068.0,Unemployed,Manufacturing,833,19.1,13.39,Approved,2022-04-11,180,Hyderabad,53
LNA0018210,APP014347,2023-03-07,Auto Loan,Debt Consolidation,85000.0,202176.0,Unemployed,Manufacturing,833,0.6,12.52,Approved,2023-03-16,180,Hyderabad,53
LNA0018211,APP014347,2023-12-01,Credit Card,Debt Consolidation,61000.0,208120.0,Unemployed,Manufacturing,833,0.5,12.86,Withdrawn,2023-12-14,240,Hyderabad,53
LNA0018212,APP014348,2022-02-03,Credit Card,Vehicle,72000.0,29298.0,Freelancer,Healthcare,393,4.8,21.15,Declined,2022-02-05,36,Chennai,52
LNA0018213,APP014349,2023-07-15,Home Loan,Business,137000.0,31818.0,Salaried,IT Company,594,8.1,18.67,Declined,2023-07-27,240,Mumbai,64
LNA0018214,APP014350,2022-07-14,Business Loan,Business,959000.0,34405.0,Salaried,IT Company,426,59.2,22.98,Declined,2022-07-21,240,Bangalore,52
LNA0018215,APP014350,2022-09-19,Business Loan,Vehicle,176000.0,28411.0,Salaried,IT Company,426,10.9,23.36,Declined,2022-09-22,12,Bangalore,52
LNA0018216,APP014351,2022-01-06,Home Loan,Personal,155000.0,22000.0,Salaried,Healthcare,436,12.5,22.81,Approved,2022-01-14,60,Ahmedabad,45
LNA0018217,APP014351,2022-12-05,Business Loan,Medical,249000.0,24647.0,Salaried,Healthcare,436,20.1,22.77,Declined,2022-12-09,12,Ahmedabad,45
LNA0018218,APP014352,2023-05-02,Credit Card,Business,3339000.0,42472.0,Self-Employed,Healthcare,793,122.2,15.41,Approved,2023-05-03,24,Kolkata,54
LNA0018219,APP014353,2024-04-15,Home Loan,Vehicle,186000.0,72481.0,Salaried,IT Company,750,5.4,14.39,Approved,2024-04-19,12,Delhi,28
LNA0018220,APP014354,2022-09-11,Home Loan,Business,141000.0,260995.0,Salaried,Telecom,657,1.1,17.8,Declined,2022-09-22,60,Hyderabad,38
LNA0018221,APP014355,2022-09-06,Home Loan,Medical,655000.0,224169.0,Salaried,Manufacturing,522,6.1,19.48,Declined,2022-09-10,84,Hyderabad,27
LNA0018222,APP014356,2022-02-04,Credit Card,Personal,154000.0,15611.0,Salaried,Manufacturing,501,16.2,20.04,Declined,2022-02-12,180,Kolkata,44
LNA0018223,APP014357,2022-02-19,Home Loan,Debt Consolidation,3183000.0,223498.0,Business Owner,Telecom,635,27.6,17.24,Declined,2022-03-03,180,Chennai,62
LNA0018224,APP014358,2024-05-17,Personal Loan,Medical,115000.0,28677.0,Freelancer,Manufacturing,313,6.3,24.17,Declined,2024-05-19,240,Delhi,57
LNA0018225,APP014359,2022-04-15,Credit Card,Debt Consolidation,850000.0,40680.0,Salaried,Government,746,44.1,14.82,Pending,2022-04-19,240,Pune,46
LNA0018226,APP014360,2022-07-28,Credit Card,Home Purchase,94000.0,28654.0,Salaried,Education,635,5.3,18.65,Declined,2022-08-06,240,Chennai,56
LNA0018227,APP014360,2023-06-26,Credit Card,Business,183000.0,26648.0,Salaried,Education,635,10.3,19.04,Approved,2023-06-29,180,Chennai,56
LNA0018228,APP014361,2024-04-14,Home Loan,Debt Consolidation,968000.0,21417.0,Retired,Education,707,75.9,16.83,Approved,2024-04-21,36,Delhi,61
LNA0018229,APP014362,2024-04-08,Auto Loan,Debt Consolidation,1070000.0,271198.0,Salaried,Startup,528,7.3,21.11,Withdrawn,2024-04-20,36,Bangalore,58
LNA0018230,APP014363,2024-04-01,Business Loan,Debt Consolidation,612000.0,160224.0,Business Owner,IT Company,393,6.3,22.03,Declined,2024-04-12,60,Delhi,54
LNA0018231,APP014364,2022-12-07,Auto Loan,Education,133000.0,166346.0,Salaried,IT Company,340,1.3,24.2,Declined,2022-12-12,60,Pune,22
LNA0018232,APP014364,2023-05-02,Home Loan,Home Purchase,575000.0,204755.0,Salaried,IT Company,340,5.5,24.76,Declined,2023-05-12,48,Pune,22
LNA0018233,APP014365,2024-02-29,Home Loan,Debt Consolidation,178000.0,44047.0,Business Owner,Retail,578,7.0,19.33,Declined,2024-03-07,36,Ahmedabad,32
LNA0018234,APP014366,2023-01-19,Credit Card,Vehicle,3674000.0,27766.0,Salaried,Education,562,236.8,18.87,Declined,2023-01-22,180,Ahmedabad,24
LNA0018235,APP014367,2023-01-27,Business Loan,Education,296000.0,45309.0,Self-Employed,Education,787,12.9,14.82,Approved,2023-01-28,60,Bangalore,57
LNA0018236,APP014368,2023-08-13,Credit Card,Education,309000.0,23262.0,Salaried,Manufacturing,459,21.1,20.48,Declined,2023-08-18,180,Ahmedabad,57
LNA0018237,APP014369,2022-10-01,Business Loan,Personal,163000.0,226252.0,Salaried,Education,457,1.5,22.34,Declined,2022-10-08,84,Bangalore,37
LNA0018238,APP014369,2022-11-18,Home Loan,Medical,250000.0,211541.0,Salaried,Education,457,2.3,20.78,Declined,2022-11-20,180,Bangalore,37
LNA0018239,APP014370,2022-10-14,Auto Loan,Business,4666000.0,197440.0,Unemployed,Healthcare,789,39.9,15.31,Declined,2022-10-24,240,Hyderabad,50
LNA0018240,APP014371,2022-03-21,Home Loan,Medical,542000.0,29740.0,Self-Employed,FMCG,496,35.4,19.19,Declined,2022-04-04,120,Chennai,65
LNA0018241,APP014371,2022-07-31,Auto Loan,Business,-1303000.0,25684.0,Self-Employed,FMCG,496,85.2,21.41,Declined,2022-08-08,24,Chennai,65
LNA0018242,APP014371,2022-10-26,Personal Loan,Debt Consolidation,134000.0,32613.0,Self-Employed,FMCG,496,8.8,21.07,Declined,2022-11-04,12,Chennai,65
LNA0018243,APP014372,2024-02-03,Auto Loan,Medical,134000.0,43408.0,Salaried,IT Company,899,6.6,11.91,Approved,2024-02-13,36,Hyderabad,34
LNA0018244,APP014372,2024-05-21,Home Loan,Vehicle,2126000.0,42253.0,Salaried,IT Company,899,104.4,12.99,Pending,2024-05-28,48,Hyderabad,34
LNA0018245,APP014373,2023-03-02,Home Loan,Debt Consolidation,3180000.0,22578.0,Self-Employed,Startup,385,238.0,22.76,Withdrawn,2023-03-07,60,Mumbai,53
LNA0018246,APP014374,2023-05-09,Personal Loan,Vehicle,513000.0,114089.0,Salaried,Government,890,9.4,12.31,Declined,2023-05-12,60,Ahmedabad,44
LNA0018247,APP014375,2024-02-14,Personal Loan,Home Purchase,78000.0,32747.0,Freelancer,Healthcare,410,3.8,21.53,Pending,2024-02-24,48,Chennai,30
LNA0018248,APP014375,2024-03-25,Business Loan,Business,4979000.0,42904.0,Freelancer,Healthcare,410,242.0,21.16,Declined,2024-04-06,180,Chennai,30
LNA0018249,APP014376,2022-12-13,Credit Card,Home Purchase,64000.0,78975.0,Salaried,FMCG,461,1.5,22.53,Declined,2022-12-23,48,Hyderabad,63
LNA0018250,APP014376,2023-08-08,Home Loan,Debt Consolidation,536000.0,75550.0,Salaried,FMCG,461,12.9,20.51,Declined,2023-08-13,180,Hyderabad,63
LNA0018251,APP014377,2022-09-29,Personal Loan,Education,110000.0,92917.0,Self-Employed,Government,317,1.8,23.77,Declined,2022-10-13,36,Hyderabad,56
LNA0018252,APP014377,2022-11-12,Business Loan,Education,134000.0,122415.0,Self-Employed,Government,317,2.2,24.47,Declined,2022-11-25,120,Hyderabad,56
LNA0018253,APP014378,2023-02-24,Credit Card,Debt Consolidation,3205000.0,34018.0,Salaried,Telecom,430,180.2,21.81,Declined,2023-03-08,120,Chennai,40
LNA0018254,APP014379,2023-08-13,Credit Card,Debt Consolidation,52000.0,112207.0,Self-Employed,Retail,898,0.8,11.39,Declined,2023-08-26,24,Mumbai,52
LNA0018255,APP014380,2024-03-29,Credit Card,Business,1875000.0,62953.0,Self-Employed,Retail,627,58.4,17.36,Withdrawn,2024-04-08,120,Delhi,52
LNA0018256,APP014381,2022-06-19,Business Loan,Personal,334000.0,32446.0,Self-Employed,FMCG,652,20.3,18.44,Pending,2022-06-22,84,Mumbai,26
LNA0018257,APP014381,2023-01-31,Personal Loan,Education,95000.0,29269.0,Self-Employed,FMCG,652,5.8,16.5,Approved,2023-02-05,36,Mumbai,26
LNA0018258,APP014382,2024-01-16,Personal Loan,Personal,130000.0,76491.0,Salaried,Government,621,2.9,18.5,Declined,2024-01-26,120,Hyderabad,64
LNA0018259,APP014383,2023-01-08,Credit Card,Personal,1838000.0,23603.0,Salaried,Education,613,117.1,19.48,Approved,2023-01-17,12,Hyderabad,35
LNA0018260,APP014383,2023-03-16,Home Loan,Medical,166000.0,26492.0,Salaried,Education,613,10.6,18.17,Approved,2023-03-19,36,Hyderabad,35
LNA0018261,APP014384,2023-07-06,Home Loan,Personal,528000.0,42118.0,Salaried,PSU Bank,457,19.6,22.85,Declined,2023-07-09,120,Bangalore,49
LNA0018262,APP014385,2023-05-24,Home Loan,Home Purchase,171000.0,18249.0,Self-Employed,Startup,691,16.1,17.67,Declined,2023-05-21,120,Delhi,33
LNA0018263,APP014385,2023-08-10,Personal Loan,Personal,52000.0,16382.0,SELF EMPLOYED,Startup,691,4.9,17.19,Approved,2023-08-17,36,Delhi,33
LNA0018264,APP014385,2023-09-11,Auto Loan,Home Purchase,312000.0,21358.0,Self-Employed,Startup,691,29.3,16.89,Approved,2023-09-19,180,Delhi,33
LNA0018265,APP014386,2022-06-23,Personal Loan,Home Purchase,3267000.0,25185.0,Salaried,Startup,687,213.5,16.7,Pending,2022-07-03,48,Ahmedabad,63
LNA0018266,APP014387,2023-09-07,Business Loan,Education,195000.0,26425.0,Retired,Manufacturing,566,12.9,19.19,Declined,2023-09-13,180,Pune,27
LNA0018267,APP014387,2023-12-07,Business Loan,Home Purchase,2140000.0,31407.0,Retired,Manufacturing,566,141.9,19.54,Declined,2023-12-20,240,Pune,27
LNA0018268,APP014388,2023-12-21,Credit Card,Vehicle,109000.0,95110.0,Salaried,Healthcare,785,2.3,14.83,Approved,2023-12-25,24,Pune,36
LNA0018269,APP014389,2023-10-30,Business Loan,Vehicle,84000.0,27442.0,Salaried,IT Company,675,5.0,17.69,Approved,2023-11-02,240,Hyderabad,31
LNA0018270,APP014390,2024-03-09,Personal Loan,Education,67000.0,22962.0,Salaried,FMCG,544,5.2,20.68,Declined,2024-03-22,60,Chennai,40
LNA0018271,APP014391,2022-12-23,Home Loan,Vehicle,875000.0,38134.0,Freelancer,Startup,714,46.7,16.81,Declined,2022-12-25,24,Bangalore,35
LNA0018272,APP014392,2023-10-18,Credit Card,Medical,676000.0,19678.0,Salaried,Telecom,569,71.7,18.49,Pending,2023-10-26,48,Pune,45
LNA0018273,APP014393,2022-10-06,Home Loan,Vehicle,515000.0,17522.0,Salaried,Retail,513,49.3,21.13,Pending,2022-10-14,60,Pune,49
LNA0018274,APP014394,2023-02-25,Personal Loan,Education,950000.0,39755.0,Self-Employed,IT Company,441,43.5,20.25,Declined,2023-03-09,48,Hyderabad,30
LNA0018275,APP014395,2023-01-20,Home Loan,Vehicle,913000.0,76183.0,Salaried,IT Company,583,19.6,18.67,Declined,2023-01-28,24,Ahmedabad,54
LNA0018276,APP014395,2023-07-20,Home Loan,Debt Consolidation,92000.0,78773.0,Salaried,IT Company,583,2.0,19.19,Declined,2023-07-28,36,Ahmedabad,54
LNA0018277,APP014396,2022-03-23,Auto Loan,Education,999000.0,107326.0,Salaried,FMCG,647,16.8,16.16,Pending,2022-04-01,24,Delhi,45
LNA0018278,APP014397,2023-07-26,Home Loan,Personal,545000.0,14636.0,Salaried,FMCG,341,57.4,25.1,Declined,2023-08-03,36,Bangalore,40
LNA0018279,APP014398,2022-10-14,Credit Card,Business,799000.0,29110.0,Self-Employed,Telecom,659,45.3,17.78,Withdrawn,2022-10-21,36,Mumbai,58
LNA0018280,APP014399,2023-03-29,Home Loan,Personal,620000.0,42240.0,Salaried,IT Company,697,31.0,16.83,Approved,2023-04-03,84,Mumbai,51
LNA0018281,APP014400,2023-03-31,Credit Card,Vehicle,1045000.0,15841.0,Self-Employed,Healthcare,721,110.6,15.74,Declined,2023-04-08,36,Delhi,23
LNA0018282,APP014401,2023-09-10,Auto Loan,Vehicle,516000.0,30509.0,Salaried,Startup,387,26.3,21.91,Declined,2023-09-22,180,Bangalore,32
LNA0018283,APP014402,2024-04-21,Auto Loan,Medical,188000.0,40204.0,Self-Employed,Education,350,10.1,23.21,Pending,2024-04-27,36,Hyderabad,65
LNA0018284,APP014403,2022-03-04,Personal Loan,Medical,2320000.0,18820.0,Business Owner,Startup,844,189.9,14.43,Approved,2022-03-10,84,Mumbai,40
LNA0018285,APP014404,2022-12-01,Business Loan,Home Purchase,666000.0,343716.0,Retired,PSU Bank,488,3.8,21.76,Approved,2022-12-15,48,Delhi,63
LNA0018286,APP014405,2022/08/22,Personal Loan,Home Purchase,60000.0,213917.0,Self-Employed,IT Company,437,0.5,20.52,Declined,2022-08-26,180,Hyderabad,41
LNA0018287,APP014406,2022-01-09,Personal Loan,Vehicle,195000.0,37843.0,Salaried,PSU Bank,688,9.3,15.61,Pending,2022-01-13,60,Mumbai,21
LNA0018288,APP014407,2022-03-19,Personal Loan,Medical,135000.0,23948.0,Salaried,Manufacturing,520,9.7,20.69,Declined,2022-03-28,84,Bangalore,31
LNA0018289,APP014407,2022-11-03,Business Loan,Medical,106000.0,21077.0,Salaried,Manufacturing,520,7.6,20.49,Declined,2022-11-14,60,Bangalore,31
LNA0018290,APP014408,2022-06-24,Business Loan,Medical,4997000.0,28211.0,Salaried,Startup,846,325.5,14.28,Approved,2022-07-07,48,Kolkata,38
LNA0018291,APP014409,2024-02-20,Personal Loan,Debt Consolidation,83000.0,91996.0,Business Owner,Government,545,1.9,18.47,Declined,2024-02-27,120,Bangalore,38
LNA0018292,APP014410,2022-11-20,Business Loan,Education,769000.0,35617.0,Self-Employed,PSU Bank,491,39.9,20.39,Declined,2022-11-30,36,Chennai,65
LNA0018293,APP014411,2022-04-19,Home Loan,Vehicle,777000.0,62611.0,Salaried,Startup,530,20.5,19.7,Pending,2022-04-28,240,Kolkata,41
LNA0018294,APP014412,2024-06-24,Credit Card,Vehicle,67000.0,198256.0,Salaried,Government,657,0.7,17.9,Pending,2024-06-26,180,Ahmedabad,58
LNA0018295,APP014413,2023-10-31,Home Loan,Education,2811000.0,29685.0,Salaried,Government,798,183.4,13.25,Approved,2023-11-05,60,Chennai,38
LNA0018296,APP014413,2024-04-26,Personal Loan,Business,182000.0,28331.0,Salaried,Government,798,11.9,14.17,Approved,2024-04-27,12,Chennai,38
LNA0018297,APP014414,2024-06-28,Personal Loan,Home Purchase,739000.0,53980.0,Salaried,Startup,867,26.9,12.51,Withdrawn,2024-07-10,180,Pune,47
LNA0018298,APP014415,2024-05-01,Business Loan,Vehicle,769000.0,162660.0,Salaried,FMCG,797,7.2,15.02,Approved,2024-05-05,24,Chennai,34
