alt_record_id,applicant_id,record_date,utility_payments_12m,utility_on_time_pct,rental_payments_12m,rental_on_time_pct,telecom_payments_12m,telecom_on_time_pct,mobile_money_txn_count,mobile_money_avg_balance,rent_amount_monthly,months_at_address,alt_score
ALT003195,APP010967,2023-06-08,7,66.7,2,91.3,6,83.3,37,33031.97,16732.0,10,791.0
ALT003196,APP010969,2023-12-24,10,89.5,7,52.3,8,76.6,48,11502.47,40895.0,11,830.0
ALT003197,APP010970,2023-03-17,1,64.2,11,63.4,7,56.9,32,14446.75,45896.0,100,499.0
ALT003198,APP010972,2022-12-25,10,63.1,4,42.8,12,78.5,13,19656.16,28935.0,82,572.0
ALT003199,APP010975,2022-12-19,10,72.1,1,55.6,10,54.6,74,32172.25,16941.0,87,638.0
ALT003200,APP010988,2023-10-02,9,63.5,4,72.7,8,80.9,26,34619.09,46989.0,99,624.0
ALT003201,APP010997,2023-08-21,7,59.2,11,53.2,1,60.8,17,11427.99,4190.0,97,696.0
ALT003202,APP010998,2022-06-19,9,84.6,3,50.4,7,74.9,195,5746.35,22773.0,50,509.0
ALT003203,APP010999,2023-10-09,1,98.4,12,54.0,0,73.8,66,45175.6,23806.0,63,361.0
ALT003204,APP011002,2022-11-25,9,95.4,3,49.3,2,98.9,151,40632.23,18208.0,97,330.0
ALT003205,APP011003,2023-02-28,9,80.2,12,62.3,9,78.6,168,25523.4,28584.0,51,735.0
ALT003206,APP011006,2023-03-06,4,78.8,1,97.1,8,74.7,79,28368.22,40913.0,26,456.0
ALT003207,APP011008,2022-11-27,2,73.6,3,59.1,11,51.3,98,43074.09,12140.0,110,316.0
ALT003208,APP011010,2023-10-31,1,86.0,4,68.3,6,87.0,146,15237.2,6757.0,57,731.0
ALT003209,APP011013,2022-11-18,4,69.1,11,54.4,10,54.9,130,41650.63,47068.0,59,511.0
ALT003210,APP011015,2024-02-22,6,56.7,3,54.9,12,97.3,196,24000.78,37549.0,119,819.0
ALT003211,APP011019,2022-07-02,2,51.3,8,71.9,9,98.1,64,32849.65,25175.0,45,384.0
ALT003212,APP011023,2023-04-08,12,75.0,10,70.5,6,91.2,145,1045.77,31478.0,103,1000.0
ALT003213,APP011024,2024-05-07,7,58.5,1,50.7,5,51.9,10,29984.46,9956.0,27,384.0
ALT003214,APP011026,2022-01-21,6,99.1,11,64.3,5,81.3,179,1616.07,3797.0,38,766.0
ALT003215,APP011035,,8,58.0,12,46.0,9,82.9,82,26727.51,5275.0,78,548.0
ALT003216,APP011037,2023-06-17,12,61.8,7,67.9,12,95.7,131,46027.5,40259.0,97,310.0
ALT003217,APP011041,2024-02-09,7,56.0,5,56.8,3,90.8,138,1296.98,41707.0,3,424.0
ALT003218,APP011049,2022-07-30,9,63.7,8,76.8,11,58.9,151,5999.96,12030.0,11,621.0
ALT003219,APP011053,2022-04-02,2,89.5,4,68.7,2,92.6,29,40363.38,4659.0,14,821.0
ALT003220,APP011059,2022-05-11,12,93.0,2,45.0,8,79.1,97,28604.99,15193.0,35,464.0
ALT003221,APP011062,2022-10-31,10,58.9,6,83.5,7,59.3,66,47955.46,6141.0,109,847.0
ALT003222,APP011069,2022-07-31,10,92.5,6,48.5,4,82.8,18,4213.32,48630.0,7,625.0
ALT003223,APP011071,2022-11-07,3,89.7,6,58.6,12,77.4,71,39149.2,30718.0,56,659.0
ALT003224,APP011078,2022-06-07,7,67.3,8,82.4,3,80.2,90,6668.87,47433.0,70,619.0
ALT003225,APP011086,2022-07-29,12,52.4,6,77.3,8,63.2,61,615.34,4658.0,50,729.0
ALT003226,APP011087,2023-09-10,12,77.2,3,51.1,8,60.7,83,35379.26,31985.0,84,407.0
ALT003227,APP011089,2023-06-26,11,67.1,11,80.5,5,84.3,46,18785.08,48036.0,100,504.0
ALT003228,APP011090,2024-02-05,8,97.4,9,89.5,8,65.3,49,39872.33,33178.0,1,575.0
ALT003229,APP011095,2023-11-02,2,68.3,12,76.6,5,66.7,64,5637.44,44640.0,61,807.0
ALT003230,APP011111,2024-01-21,21,97.8,0,99.4,5,94.8,41,35329.45,41782.0,98,578.0
ALT003231,APP011117,2024-06-30,8,88.3,2,63.0,6,80.1,105,39870.21,7277.0,115,587.0
ALT003232,APP011129,2022-07-29,1,77.3,6,86.4,8,76.8,44,7253.96,15692.0,71,471.0
ALT003233,APP011133,2022-06-18,4,78.2,3,63.9,5,65.6,185,44254.78,14168.0,18,558.0
ALT003234,APP011134,2024-01-20,1,61.8,7,86.8,3,91.2,108,40737.37,49198.0,21,534.0
ALT003235,APP011136,2023-01-26,3,75.3,12,50.7,10,58.1,37,45188.66,9529.0,60,714.0
ALT003236,APP011140,2024-01-19,9,88.2,1,89.9,11,73.2,40,26351.79,16535.0,16,516.0
ALT003237,APP011144,2023-01-14,9,63.5,11,92.7,11,57.6,184,9659.65,49786.0,38,313.0
ALT003238,APP011147,2024-05-18,1,74.5,8,96.6,9,57.5,171,25130.03,11678.0,76,325.0
ALT003239,APP011150,2023-11-17,2,64.4,11,65.6,2,80.5,34,739.53,13403.0,66,312.0
ALT003240,APP011151,2024-06-23,1,60.6,12,83.6,12,69.3,107,39254.37,11468.0,57,514.0
ALT003241,APP011157,2022-02-14,12,86.0,9,50.3,10,83.8,197,497.37,25395.0,75,628.0
ALT003242,APP011158,2024-02-20,8,58.5,8,77.1,11,99.6,154,44054.48,26439.0,9,739.0
ALT003243,APP011164,2022-05-07,2,69.4,6,65.6,8,58.2,33,36396.69,21262.0,91,804.0
ALT003244,APP011167,2023-02-15,3,63.8,12,84.8,1,62.8,77,10632.07,38235.0,108,547.0
ALT003245,APP011170,2023-10-23,4,86.0,10,79.7,11,78.1,182,7098.44,44590.0,43,514.0
ALT003246,APP011171,2022-12-04,0,99.0,5,46.9,5,81.5,0,40096.05,10082.0,11,820.0
ALT003247,APP011172,2024-03-27,6,75.0,9,89.2,8,96.8,35,25276.08,12911.0,68,597.0
ALT003248,APP011173,2023-02-09,6,83.6,3,99.9,11,87.0,108,18245.65,19195.0,74,845.0
ALT003249,APP011179,2024-03-31,1,86.0,11,79.3,9,75.5,93,14391.32,7649.0,66,420.0
ALT003250,APP011183,2023-01-28,10,83.2,9,77.9,4,53.0,161,29605.55,48518.0,16,662.0
ALT003251,APP011187,2022-01-25,10,64.3,5,68.8,5,76.7,97,48902.32,30840.0,52,363.0
ALT003252,APP011195,2022-07-16,5,74.3,12,97.4,10,84.1,36,26959.07,48241.0,77,501.0
ALT003253,APP011196,2024-01-29,6,99.3,2,45.6,3,53.1,135,20726.22,22836.0,54,472.0
ALT003254,APP011200,2024-02-29,10,65.9,8,88.3,10,65.7,87,43018.62,38014.0,15,844.0
ALT003255,APP011211,2023-08-30,7,55.9,6,53.2,7,78.5,5,3362.21,13880.0,49,331.0
ALT003256,APP011212,2022-08-05,8,89.8,0,89.1,9,98.4,48,38216.94,19050.0,32,640.0
ALT003257,APP011214,2024-06-26,10,55.9,5,83.5,3,94.7,135,34517.27,25964.0,103,489.0
ALT003258,APP011221,2023-03-11,6,71.3,1,74.6,4,83.7,64,21787.62,30274.0,94,773.0
ALT003259,APP011223,2023-10-21,8,97.8,2,88.5,8,71.1,8,40697.13,32773.0,91,755.0
ALT003260,APP011239,2022-07-25,5,75.9,4,45.7,12,74.4,98,38180.98,48397.0,10,637.0
ALT003261,APP011240,2022-11-20,2,57.3,11,53.5,7,76.0,148,40468.64,30818.0,107,348.0
ALT003262,APP011241,2024-04-09,8,59.1,7,40.1,1,99.6,11,32877.74,44644.0,110,520.0
ALT003263,APP011249,2024-06-09,6,81.7,9,83.0,2,93.9,40,40750.72,35577.0,43,696.0
ALT003264,APP011254,2024-03-09,12,57.0,6,71.3,2,100.0,129,5113.57,33423.0,71,802.0
ALT003265,APP011258,2022-07-14,1,67.4,11,87.6,3,74.1,45,29702.99,33315.0,116,484.0
ALT003266,APP011263,2023-12-01,11,73.8,2,78.2,1,93.6,171,12992.43,39421.0,49,743.0
ALT003267,APP011265,2023-02-17,11,61.5,9,89.5,6,68.9,176,33876.02,19522.0,21,0.0
ALT003268,APP011266,2024-04-03,9,90.5,8,82.7,12,89.2,67,10350.93,12697.0,40,638.0
ALT003269,APP011268,2023-03-23,1,60.1,1,69.3,11,78.6,157,48219.0,45044.0,77,768.0
ALT003270,APP011270,2022-09-12,6,57.2,12,57.2,1,88.5,0,47862.51,25709.0,78,696.0
ALT003271,APP011271,2023-07-16,12,72.1,0,94.0,9,99.2,155,6219.42,26351.0,75,387.0
ALT003272,APP011274,2023-09-20,1,79.5,6,59.3,6,84.7,82,28509.97,33159.0,54,606.0
ALT003273,APP011279,2022-05-01,9,50.6,0,63.4,0,76.7,173,5056.55,17160.0,35,627.0
ALT003274,APP011280,2024-03-21,8,81.4,10,77.3,1,72.1,107,31499.32,23957.0,52,798.0
ALT003275,APP011281,2022-12-10,10,149.0,3,71.5,8,55.6,85,24448.51,40744.0,33,454.0
ALT003276,APP011289,2023-09-21,5,79.2,8,56.2,9,88.5,164,38099.37,13268.0,60,626.0
ALT003277,APP011294,2024-03-10,1,88.5,9,97.8,1,55.4,35,37622.07,14062.0,11,586.0
ALT003278,APP011295,2023-10-20,2,72.5,7,85.4,9,91.0,39,18489.06,18830.0,117,784.0
ALT003279,APP011296,2024-06-25,12,89.1,4,79.3,4,74.3,162,1695.35,45408.0,118,530.0
ALT003280,APP011297,2022-12-13,11,63.9,5,77.4,10,89.3,29,26352.08,8374.0,45,405.0
ALT003281,APP011304,2022-05-22,10,59.9,11,53.5,4,54.5,137,2237.8,3039.0,106,354.0
ALT003282,APP011313,2022-05-24,7,69.3,0,90.4,10,60.6,128,9073.91,31169.0,85,721.0
ALT003283,APP011316,2022-01-04,10,98.5,11,41.3,3,97.2,116,13528.88,32000.0,95,683.0
ALT003284,APP011318,2023-02-27,4,73.0,10,45.0,2,51.1,83,20196.15,18206.0,5,643.0
ALT003285,APP011323,2023-05-04,7,80.6,5,90.8,6,69.0,123,30426.71,6413.0,89,781.0
ALT003286,APP011326,2023-10-18,6,97.7,7,71.5,1,84.9,161,31430.36,4901.0,61,364.0
ALT003287,APP011329,2022-07-17,3,73.3,4,93.7,6,71.4,21,8682.64,6053.0,41,689.0
ALT003288,APP011331,2024-02-08,1,99.3,1,48.6,6,60.3,149,43158.47,32443.0,95,521.0
ALT003289,APP011335,2023-03-24,0,77.4,0,43.0,0,90.9,155,-2329.12,14577.0,58,604.0
ALT003290,APP011336,2023-05-10,7,66.6,1,56.1,3,54.0,4,16850.6,6341.0,50,348.0
ALT003291,APP011337,2023-12-16,5,75.1,10,60.4,3,53.7,183,4564.56,5984.0,30,504.0
ALT003292,APP011339,2024-06-03,8,61.6,3,41.5,0,52.1,140,14374.48,32216.0,118,467.0
ALT003293,APP011340,2022-10-15,1,62.3,0,82.5,2,81.0,12,16335.71,44315.0,87,-100.0
ALT003294,APP011341,2023-10-31,5,68.1,2,76.5,6,83.4,105,48096.08,36509.0,114,628.0
ALT003295,APP011347,2022-09-05,1,83.5,7,88.0,7,61.0,84,35842.46,18363.0,100,586.0
ALT003296,APP011351,2023-03-17,3,51.1,7,77.4,12,65.3,45,18472.28,31057.0,2,830.0
ALT003297,APP011354,2023-09-07,5,81.1,9,74.2,2,90.8,110,39308.88,36647.0,1,848.0
ALT003298,APP011358,2023-02-06,9,66.2,6,88.5,11,93.8,147,24459.59,4146.0,10,363.0
ALT003299,APP011359,2024-03-06,5,56.0,2,77.5,2,91.9,137,27156.78,19655.0,51,-100.0
ALT003300,APP011360,2023-10-06,11,92.2,0,50.9,11,80.8,197,17950.29,25822.0,49,700.0
ALT003301,APP011362,2023-05-17,12,95.0,0,95.2,9,77.1,180,27583.95,25694.0,31,393.0
ALT003302,APP011367,2022-12-14,10,51.2,6,96.8,8,50.7,29,36562.33,23911.0,89,343.0
ALT003303,APP011368,2022-03-17,10,74.2,1,89.1,1,59.6,178,39075.04,15654.0,75,728.0
ALT003304,APP011371,2024-05-25,8,94.2,8,58.3,12,78.4,113,12956.78,33271.0,114,702.0
ALT003305,APP011372,2022-01-12,8,84.1,5,64.1,12,99.0,177,2911.03,4483.0,-3,471.0
ALT003306,APP011382,2023-01-03,4,69.8,2,69.7,6,99.9,35,9337.3,12669.0,49,389.0
ALT003307,APP011386,2022-05-14,4,74.7,7,69.6,5,91.1,57,7236.23,41183.0,46,638.0
ALT003308,APP011387,2022-08-25,2,80.3,0,87.2,4,69.9,127,7130.4,49115.0,27,632.0
ALT003309,APP011390,2022-06-25,7,75.4,10,74.6,0,54.3,131,15297.54,17209.0,105,599.0
ALT003310,APP011396,2023-12-23,11,69.3,10,58.8,10,81.1,164,13119.56,39310.0,19,820.0
ALT003311,APP011398,2022-12-28,3,97.9,1,82.1,8,78.0,105,43884.61,46665.0,5,848.0
ALT003312,APP011402,2023-09-03,6,81.5,11,85.3,2,50.6,105,11734.29,39573.0,58,434.0
ALT003313,APP011410,2022-08-13,5,51.6,7,92.9,6,91.9,70,23302.9,29948.0,103,306.0
ALT003314,APP011413,2023-12-17,1,92.4,10,96.5,12,76.3,108,12386.35,23955.0,96,577.0
ALT003315,APP011418,2022-07-25,10,96.8,0,96.2,2,90.7,107,40306.01,47581.0,109,593.0
ALT003316,APP011423,2022-02-11,10,51.3,1,99.3,0,97.0,42,39421.06,28592.0,42,766.0
ALT003317,APP011427,2022-10-20,0,95.0,11,98.4,7,59.4,18,11610.29,38658.0,44,627.0
ALT003318,APP011428,2022-03-01,1,65.1,8,57.6,1,91.4,119,9569.3,11166.0,17,316.0
ALT003319,APP011429,2023-07-19,5,86.6,9,54.5,3,73.8,172,24940.7,14904.0,17,467.0
ALT003320,APP011433,2024-01-22,2,63.2,11,59.7,1,96.1,138,25399.79,10568.0,110,-100.0
ALT003321,APP011437,2023-06-23,9,93.0,11,73.8,6,66.8,157,9252.69,31445.0,10,802.0
ALT003322,APP011439,2022-02-05,1,58.5,12,80.3,3,69.8,135,25355.85,25664.0,109,385.0
ALT003323,APP011447,2023-02-08,11,61.5,1,40.6,3,72.2,112,47926.08,11686.0,42,572.0
ALT003324,APP011451,2023-12-08,10,62.6,11,41.6,9,94.4,28,21475.81,31795.0,42,815.0
ALT003325,APP011459,2023-08-07,3,96.2,0,44.2,4,70.1,26,35873.59,9843.0,30,342.0
ALT003326,APP011460,2023-07-01,12,61.7,4,63.2,11,93.9,67,11224.28,47308.0,110,645.0
ALT003327,APP011462,2024-06-27,1,75.7,10,62.7,9,59.1,130,18155.09,43673.0,60,451.0
ALT003328,APP011471,2023-11-24,2,64.6,12,54.5,1,62.7,15,28225.22,12045.0,9,573.0
ALT003329,APP011473,2022-11-21,9,84.2,2,48.6,2,94.0,164,30649.7,0.0,69,802.0
ALT003330,APP011474,2022-12-27,6,81.9,11,93.1,6,98.5,188,33759.34,49726.0,120,341.0
ALT003331,APP011477,2022-12-10,4,77.4,4,44.5,5,89.8,0,17072.23,27876.0,4,480.0
ALT003332,APP011479,2022-06-18,5,63.6,1,88.1,8,61.9,181,19043.84,9136.0,46,802.0
ALT003333,APP011483,2023-06-22,7,65.3,8,66.0,3,85.1,144,22286.53,43582.0,65,703.0
ALT003334,APP011487,2022-06-10,9,86.2,6,84.4,1,94.9,74,868.51,41693.0,72,562.0
ALT003335,APP011491,2023-04-07,1,91.8,12,79.0,6,59.3,58,4968.48,13161.0,32,761.0
ALT003336,APP011494,2022-12-30,10,94.3,8,61.7,0,87.1,92,45884.17,5721.0,28,776.0
ALT003337,APP011506,2022-12-28,11,58.7,0,92.8,3,53.5,136,24505.11,45526.0,33,710.0
ALT003338,APP011514,2023-01-14,5,87.0,1,52.4,6,89.5,119,38454.43,45014.0,25,604.0
ALT003339,APP011515,2023-04-28,0,99.8,3,73.8,5,80.7,2,26858.2,16311.0,23,650.0
ALT003340,APP011517,2023-03-11,3,87.7,9,40.5,2,68.2,95,32108.16,40150.0,114,486.0
ALT003341,APP011519,2023-04-30,1,87.0,3,90.8,4,61.7,51,30049.35,14577.0,52,753.0
ALT003342,APP011536,2022-04-15,4,91.7,11,85.8,3,77.1,182,18404.34,33255.0,91,335.0
ALT003343,APP011539,2023-08-16,9,74.4,12,81.2,10,66.1,108,36286.31,38105.0,20,330.0
ALT003344,APP011540,2022-07-08,9,95.8,10,70.1,12,83.1,186,39823.68,47482.0,88,628.0
ALT003345,APP011543,2023-10-09,11,94.3,6,60.9,11,94.4,127,23565.95,22163.0,68,332.0
ALT003346,APP011547,2022-03-23,6,60.3,1,96.2,9,86.7,26,22265.61,5915.0,12,738.0
ALT003347,APP011548,2022-01-14,7,56.2,0,50.5,10,90.0,120,15955.53,12416.0,18,368.0
ALT003348,APP011559,2022-09-27,9,87.1,10,77.5,8,66.1,22,12760.94,7405.0,75,774.0
ALT003349,APP011571,2023-10-16,3,66.6,12,55.2,8,94.8,157,20823.46,44506.0,64,357.0
ALT003350,APP011573,2023-08-19,12,73.5,6,95.5,7,99.9,35,48906.28,6192.0,75,652.0
ALT003351,APP011575,2024-06-10,11,84.6,9,54.8,4,52.2,92,18415.49,8085.0,62,593.0
ALT003352,APP011577,2023-02-13,0,97.8,1,44.9,2,80.9,107,38358.77,35797.0,101,550.0
ALT003353,APP011581,2022-02-11,9,80.1,6,84.7,12,82.6,132,9231.56,20593.0,37,648.0
ALT003354,APP011584,2022-01-20,10,52.3,0,82.1,4,66.9,50,14279.05,13111.0,65,688.0
ALT003355,APP011585,2024-04-10,1,93.1,11,67.5,4,71.1,73,4102.04,28847.0,62,338.0
ALT003356,APP011587,2023-11-19,9,99.0,12,94.2,8,76.7,126,10626.44,17036.0,24,384.0
ALT003357,APP011589,2024-04-18,11,77.2,5,84.4,12,54.7,108,48235.65,29751.0,96,706.0
ALT003358,APP011593,2022-03-31,7,55.9,4,57.5,11,64.8,124,47991.22,49519.0,81,826.0
ALT003359,APP011594,2024-06-15,6,78.5,6,40.6,8,86.4,31,49538.45,38385.0,69,626.0
ALT003360,APP011596,2022-06-06,11,88.6,10,76.8,1,51.7,21,24162.29,33641.0,58,795.0
ALT003361,APP011600,2023-01-11,3,69.2,0,92.8,11,99.4,38,16687.64,11489.0,50,771.0
ALT003362,APP011601,2022-10-12,3,52.6,9,54.4,10,63.6,149,47460.97,27846.0,103,758.0
ALT003363,APP011602,2022-04-01,1,72.1,0,43.8,0,63.6,124,37177.98,8252.0,26,451.0
ALT003364,APP011603,2022-11-23,7,55.7,8,40.3,8,62.6,50,26721.12,42546.0,57,690.0
ALT003365,APP011614,2023-04-27,3,97.3,2,69.5,0,89.0,3,9765.01,35033.0,103,661.0
ALT003366,APP011615,2023-07-02,7,72.2,10,72.2,1,53.2,189,38744.49,12014.0,46,604.0
ALT003367,APP011622,2023-08-20,7,134.8,0,87.5,9,57.2,166,48985.97,33531.0,67,454.0
ALT003368,APP011626,2023-02-11,2,57.7,1,77.3,3,60.7,115,39041.53,25218.0,62,760.0
ALT003369,APP011639,2022-04-26,11,88.5,11,99.1,5,94.1,135,33179.12,22100.0,26,325.0
ALT003370,APP011643,2024-06-29,9,53.3,7,97.6,1,80.0,108,26080.76,3143.0,96,615.0
ALT003371,APP011644,2023-09-21,9,92.1,1,48.9,2,52.2,181,22677.05,23734.0,17,773.0
ALT003372,APP011646,2022-09-26,3,95.8,5,90.6,2,52.6,120,26339.2,31454.0,108,312.0
ALT003373,APP011647,2024-05-23,11,78.6,0,95.1,3,61.9,182,21599.35,9437.0,90,616.0
ALT003374,APP011649,2023-12-16,6,87.8,5,94.4,9,52.1,26,4077.43,28054.0,57,620.0
ALT003375,APP011651,2022-06-16,2,89.2,0,89.2,2,66.0,185,6293.39,20526.0,41,716.0
ALT003376,APP011653,2023-08-09,11,62.4,7,59.9,12,77.7,136,18424.52,40589.0,32,685.0
ALT003377,APP011658,2022-05-04,8,99.1,6,56.4,2,58.9,113,22023.15,42680.0,96,396.0
ALT003378,APP011661,,4,84.9,11,72.5,11,69.1,132,8511.32,11325.0,63,614.0
ALT003379,APP011662,2024-03-31,9,72.4,9,52.0,12,78.2,159,37284.72,20368.0,43,415.0
ALT003380,APP011663,2024-03-24,0,76.5,8,58.1,2,62.8,134,28539.68,46059.0,23,836.0
ALT003381,APP011665,2023-10-07,1,85.3,5,45.9,9,99.1,124,32025.32,25937.0,73,827.0
ALT003382,APP011669,2023-08-15,1,60.7,5,70.5,5,53.4,54,44519.71,32079.0,57,556.0
ALT003383,APP011676,2023-11-08,12,68.8,5,97.8,1,72.2,115,9714.24,18081.0,82,309.0
ALT003384,APP011677,2024-05-17,4,71.1,4,65.4,0,81.8,1,38731.39,30964.0,58,761.0
ALT003385,APP011678,2022-09-03,9,80.8,9,94.0,4,59.4,166,44655.53,17942.0,68,615.0
ALT003386,APP011679,2023-02-24,10,55.3,6,71.2,7,82.1,135,13250.41,6042.0,36,345.0
ALT003387,APP011686,2023-10-09,6,81.6,7,58.7,0,70.3,197,1348.59,24802.0,6,486.0
ALT003388,APP011690,2023-11-16,4,109.8,9,47.0,0,67.7,176,4641.01,9077.0,3,382.0
ALT003389,APP011696,2022-09-13,6,97.9,3,79.3,10,68.4,112,25975.45,40351.0,44,480.0
ALT003390,APP011697,2022-03-04,5,81.0,10,92.5,6,92.4,20,48863.83,36485.0,2,376.0
ALT003391,APP011699,2022-04-26,3,93.2,10,49.0,10,88.9,124,37531.09,20473.0,83,646.0
ALT003392,APP011703,2024-02-10,0,81.4,7,82.9,2,53.9,38,31934.52,10043.0,58,404.0
ALT003393,APP011707,2022-10-04,10,51.1,8,78.3,10,97.3,195,37536.63,13548.0,93,614.0
ALT003394,APP011708,2023-06-07,6,64.6,0,81.0,4,91.2,50,36029.51,27768.0,112,725.0
ALT003395,APP011712,2023-12-02,2,58.3,1,45.5,2,80.6,83,25497.89,14470.0,14,533.0
ALT003396,APP011715,2024-02-06,12,53.2,10,47.1,1,62.9,20,24640.51,16440.0,63,302.0
ALT003397,APP011717,2022-05-04,3,59.7,8,50.2,6,84.8,105,3155.74,28620.0,26,375.0
ALT003398,APP011718,2022-09-04,12,78.0,12,71.2,8,93.3,135,6461.41,35096.0,78,555.0
ALT003399,APP011720,2023-01-10,9,81.7,6,56.2,6,75.8,162,13463.13,42208.0,75,585.0
ALT003400,APP011725,2022-09-24,0,75.5,12,74.9,5,90.8,30,21496.48,41967.0,67,365.0
ALT003401,APP011733,2022-07-20,5,58.9,1,71.0,11,87.2,27,11020.83,30005.0,6,456.0
ALT003402,APP011734,2024-06-04,1,95.2,5,98.1,10,64.8,104,25899.55,49450.0,42,647.0
ALT003403,APP011738,2024-02-26,9,58.2,2,73.3,10,65.9,159,21402.54,22344.0,96,624.0
ALT003404,APP011747,2023-11-27,7,88.9,3,46.7,4,61.4,111,39195.5,13251.0,103,354.0
ALT003405,APP011751,2022-01-19,11,63.9,6,51.0,3,79.4,33,30335.83,34893.0,42,638.0
ALT003406,APP011755,2023-10-23,12,52.2,1,82.9,1,84.9,180,24295.83,17808.0,39,363.0
ALT003407,APP011757,2023-11-04,10,79.1,9,73.2,7,52.3,108,28323.91,14061.0,104,742.0
ALT003408,APP011758,2023-07-09,1,96.0,0,45.7,8,76.6,172,36895.57,26561.0,33,784.0
ALT003409,APP011763,2023-10-07,8,75.9,6,69.8,1,65.6,4,12131.27,20484.0,11,739.0
ALT003410,APP011764,2023-07-06,8,52.5,7,81.8,6,81.0,197,48982.46,37785.0,95,508.0
ALT003411,APP011767,2023-03-07,7,74.1,9,79.4,11,91.4,20,2306.65,32745.0,60,578.0
ALT003412,APP011768,2022-12-09,1,50.1,4,95.1,10,63.6,187,20740.81,31053.0,113,555.0
ALT003413,APP011772,2024-06-08,3,91.2,6,47.7,7,85.5,7,32733.34,32853.0,104,472.0
ALT003414,APP011773,2023-08-02,12,66.0,2,67.5,11,81.4,146,744.83,12986.0,19,314.0
ALT003415,APP011774,2023-05-25,11,84.5,11,81.0,3,86.5,8,22799.59,19363.0,45,384.0
ALT003416,APP011776,2023-06-06,9,73.2,9,74.6,4,85.7,60,37582.54,32920.0,84,358.0
ALT003417,APP011778,2024-02-18,5,89.1,11,55.3,9,61.6,89,11891.55,42515.0,21,698.0
ALT003418,APP011794,2023-12-18,11,77.1,11,80.5,12,80.1,182,21730.63,32897.0,96,367.0
ALT003419,APP011799,2024-01-01,12,105.8,2,95.9,2,88.2,71,6912.39,32822.0,81,698.0
ALT003420,APP011800,2023-07-16,9,55.7,5,62.8,2,72.0,57,44729.16,21874.0,41,806.0
ALT003421,APP011803,2022-02-03,7,97.6,0,93.9,7,80.3,74,45786.39,16058.0,59,399.0
ALT003422,APP011810,2023-10-08,7,86.7,3,83.0,1,98.8,193,10322.59,23447.0,86,401.0
ALT003423,APP011820,2023-04-28,8,60.5,8,52.3,0,54.7,22,-2322.37,40645.0,1,454.0
ALT003424,APP011822,2023-08-23,9,65.6,7,66.0,3,71.1,28,9630.36,41845.0,97,380.0
ALT003425,APP011826,2024-05-11,8,95.3,3,98.4,5,95.8,73,22529.15,44732.0,21,602.0
ALT003426,APP011828,2022-11-24,7,63.2,4,95.0,8,59.5,64,34399.62,10782.0,24,733.0
ALT003427,APP011831,2022-03-27,4,75.3,8,42.2,3,51.5,42,39661.75,49026.0,12,748.0
ALT003428,APP011836,2023-03-14,9,67.8,4,44.2,11,65.0,65,32419.25,36654.0,42,614.0
ALT003429,APP011838,2022-09-23,9,95.7,1,64.2,0,96.0,87,8174.04,30542.0,103,601.0
ALT003430,APP011839,2022-04-28,4,90.7,11,54.9,4,64.4,9,2645.08,19789.0,119,732.0
ALT003431,APP011844,2023-02-15,12,86.8,11,62.0,5,62.4,149,45589.57,29319.0,25,593.0
ALT003432,APP011853,2022-06-16,2,77.2,2,89.7,5,90.0,20,15584.3,11985.0,24,723.0
ALT003433,APP011854,2023-08-08,6,94.8,10,70.5,2,56.2,13,25949.45,30424.0,54,362.0
ALT003434,APP011858,2022-10-09,9,67.6,1,84.3,7,100.0,55,42416.97,26348.0,96,542.0
ALT003435,APP011861,2022-07-20,0,65.4,9,94.7,2,98.8,196,8308.69,6185.0,48,618.0
ALT003436,APP011862,2022-12-25,2,86.5,2,45.5,5,70.0,46,49753.31,16625.0,23,807.0
ALT003437,APP011874,2022-02-26,0,61.3,9,80.0,8,80.4,118,36353.87,7040.0,44,546.0
ALT003438,APP011878,2023-12-14,8,50.1,2,56.8,8,76.4,93,45781.88,18266.0,105,840.0
ALT003439,APP011885,2023-01-17,11,68.6,10,84.4,1,89.9,131,23658.35,38252.0,102,775.0
ALT003440,APP011890,2024-03-06,10,66.1,3,73.9,11,67.2,68,6254.63,13348.0,72,543.0
ALT003441,APP011892,2022-08-20,8,79.2,4,74.0,8,88.2,101,9245.97,14625.0,9,318.0
ALT003442,APP011893,2023-03-12,9,68.2,2,72.1,9,70.2,141,40830.08,4476.0,79,606.0
ALT003443,APP011894,2023-12-11,8,55.4,10,67.0,11,95.8,12,14995.05,15822.0,65,540.0
ALT003444,APP011900,2022-05-13,0,51.8,5,63.8,5,84.3,190,47765.81,46594.0,28,487.0
ALT003445,APP011901,2023-05-20,2,60.2,4,99.3,0,76.2,159,16869.2,30058.0,21,629.0
ALT003446,APP011904,2022-09-09,6,69.5,9,85.9,3,86.5,197,1138.82,21841.0,25,385.0
ALT003447,APP011905,2024-06-13,9,72.1,5,69.3,9,65.9,140,22836.85,25754.0,61,723.0
ALT003448,APP011911,2022-05-24,7,96.2,8,64.8,8,55.2,11,26084.84,3108.0,9,745.0
ALT003449,APP011912,2022-01-07,5,64.6,8,62.1,12,53.3,158,41359.82,20584.0,103,339.0
ALT003450,APP011915,2024-06-01,9,107.2,5,69.7,3,88.0,143,10136.51,47335.0,42,846.0
ALT003451,APP011917,2023-12-26,0,88.1,3,67.9,7,57.1,183,30808.62,12924.0,111,668.0
